host_time_s,t_ms,ax1,ay1,az1,gx1,gy1,gz1,yaw1,pitch1,roll1,ax2,ay2,az2,gx2,gy2,gz2,yaw2,pitch2,roll2,emg1,emg2
1771521978.979498,298803,0.04,0.03,0.00,-3.25,-83.94,73.50,-1.81,-0.50,1.12,0.00,-0.05,-0.07,144.50,55.56,309.19,1.00,-0.06,0.75,3,3
1771521979.171593,298995,0.03,0.10,0.00,-3.31,-83.87,73.06,-1.62,-0.88,-0.06,0.02,-0.02,0.00,144.25,55.44,308.94,-1.00,-0.06,0.69,3,3
1771521979.362922,299187,0.01,0.01,-0.02,-3.25,-83.87,73.12,-0.44,-1.50,-0.50,0.02,-0.01,-0.01,144.12,55.31,308.75,1.37,-0.62,0.62,3,4
1771521979.553350,299377,0.11,0.00,-0.06,-3.19,-83.87,73.19,0.75,-0.75,0.88,0.07,0.00,0.03,144.00,55.25,308.69,-0.37,0.00,0.81,4,5
1771521979.744155,299568,0.10,-0.09,-0.07,-3.06,-83.94,73.37,-0.44,-0.69,-0.19,0.04,-0.05,-0.03,143.87,55.19,308.50,0.13,-0.69,0.75,3,5
1771521979.935050,299759,0.06,0.00,-0.06,-3.12,-83.75,73.12,-0.50,-0.31,0.56,0.04,-0.05,-0.05,143.87,55.06,308.37,-0.75,-0.44,0.81,3,6
1771521980.126060,299950,0.08,-0.05,-0.05,-3.12,-83.56,73.12,-0.06,-1.62,-0.44,0.03,-0.02,-0.04,143.75,54.88,308.19,0.37,-1.00,0.81,3,6
1771521980.316455,300140,0.05,0.08,0.00,-3.19,-83.31,72.94,-0.13,-0.62,0.31,0.08,-0.03,0.00,143.69,54.75,308.06,-0.37,-0.50,0.56,3,7
1771521980.506251,300330,0.04,0.04,-0.02,-3.19,-83.25,72.94,-0.75,-1.69,-0.69,0.03,-0.04,-0.05,143.62,54.75,308.00,-0.37,0.25,0.81,3,7
1771521980.696965,300521,0.08,0.01,-0.05,-3.12,-83.25,73.00,-1.06,-0.19,-0.62,0.02,-0.01,-0.02,143.62,54.69,308.00,-0.06,-0.31,0.00,3,7
1771521980.888233,300712,0.03,0.01,-0.04,-3.12,-83.19,73.00,-0.75,-0.81,-0.56,0.04,-0.03,0.00,143.56,54.69,308.00,-0.13,-0.37,0.56,3,6
1771521981.079517,300903,0.04,-0.05,-0.05,-3.12,-83.12,73.06,-0.81,-1.50,0.56,0.02,-0.04,-0.02,143.56,54.63,307.94,0.25,-0.75,0.37,2,6
1771521981.269967,301094,0.06,0.06,-0.03,-27.87,-82.94,72.81,0.81,-1.19,-0.06,-0.02,0.00,-0.09,143.50,54.50,307.94,0.13,-0.69,0.94,1,5
1771521981.459456,301283,-0.03,-0.02,0.09,-26.31,-82.75,72.94,0.50,-1.31,-1.12,0.01,-0.05,0.00,143.44,54.44,307.75,0.50,0.25,0.31,1,4
1771521981.650181,301474,0.01,0.00,-0.01,-26.06,-82.81,73.00,0.69,0.31,0.00,0.05,-0.02,0.00,143.37,54.44,307.75,-0.50,0.13,-0.56,1,4
1771521981.841830,301666,0.03,0.00,-0.05,-26.12,-82.81,73.06,-0.13,-0.81,0.31,0.01,-0.02,-0.02,143.44,54.44,307.81,-0.50,-0.37,-0.13,1,4
1771521982.032882,301857,-0.01,0.02,0.00,-26.56,-82.75,73.00,-0.88,1.12,-0.25,0.04,-0.06,0.01,143.44,54.44,307.87,-0.13,0.31,-0.62,1,4
1771521982.223098,302047,0.06,0.02,-0.07,-26.94,-82.81,73.00,0.19,0.56,0.13,0.09,-0.02,-0.03,143.50,54.50,307.94,-0.50,0.75,-0.75,1,3
1771521982.412810,302237,0.11,-0.09,-0.09,-3.06,-83.19,73.25,2.56,2.75,-3.00,0.02,0.02,-0.02,143.56,54.88,308.56,-0.88,1.62,-0.69,2,3
1771521982.603546,302428,0.03,0.00,-0.09,-2.94,-83.44,73.44,-0.37,-0.56,0.31,0.07,0.01,0.04,143.56,54.94,308.62,0.37,0.00,0.13,2,3
1771521982.794632,302619,0.12,0.00,-0.14,-2.87,-83.44,73.44,1.06,-0.69,-0.94,0.04,-0.02,0.01,143.37,54.81,308.44,-0.25,-1.19,1.50,2,4
1771521982.985973,302810,-0.02,-0.04,-0.01,-25.12,-83.06,73.56,-1.37,-0.81,0.75,0.07,-0.04,0.00,143.37,54.56,308.06,0.37,-0.88,0.25,3,5
1771521983.176256,303001,0.07,0.00,-0.06,-25.87,-83.00,73.31,0.19,0.06,0.13,0.08,0.00,0.01,143.50,54.44,308.00,-0.69,0.25,0.75,4,5
1771521983.367385,303191,0.04,-0.08,0.00,-25.37,-83.00,73.37,-0.62,1.12,0.19,0.05,-0.03,0.02,143.50,54.44,308.00,-0.13,-0.19,-0.31,3,5
1771521983.557423,303382,0.07,0.03,-0.12,-26.12,-83.06,73.25,0.00,0.06,0.06,0.08,0.01,0.06,143.50,54.44,308.00,0.19,0.13,0.37,4,5
1771521983.748638,303572,0.09,-0.12,-0.09,-25.25,-83.00,73.31,0.31,-2.00,0.69,0.10,-0.03,-0.03,143.44,54.25,307.81,0.56,-1.44,-0.44,4,5
1771521983.939264,303763,0.01,0.13,0.00,-26.25,-82.44,72.62,-1.62,0.69,4.06,0.06,-0.04,0.00,144.00,54.06,307.69,-0.31,-2.06,-1.12,4,6
1771521984.129695,303954,0.02,0.07,-0.06,-28.31,-82.31,72.25,0.69,0.69,-0.62,0.11,0.00,0.00,144.12,54.00,307.81,-1.50,0.62,0.75,5,7
1771521984.319577,304144,0.04,-0.04,-0.09,-28.25,-82.31,72.31,-1.25,-1.06,1.75,0.04,0.00,-0.01,144.19,53.94,307.75,0.13,-0.37,0.94,4,7
1771521984.507866,304332,0.02,0.05,-0.02,-28.31,-82.06,71.94,1.06,-1.37,-1.12,0.06,-0.05,0.02,143.94,53.75,307.50,-0.37,0.50,1.81,4,7
1771521984.697518,304522,0.08,-0.07,-0.02,-25.81,-82.00,72.50,1.19,-0.69,-0.81,0.10,-0.01,0.07,143.62,53.63,307.25,-0.13,0.50,0.75,4,7
1771521984.889559,304714,0.02,-0.03,-0.02,-25.25,-82.06,72.62,0.94,1.12,-0.31,0.10,-0.04,0.03,143.56,53.63,307.25,-0.37,0.25,-0.19,4,6
1771521985.082017,304906,0.00,-0.11,-0.05,-25.87,-82.31,72.62,-1.44,1.37,-0.31,0.07,-0.07,0.05,143.62,53.63,307.31,-0.50,-0.25,-1.87,4,6
1771521985.272052,305096,0.10,-0.24,0.00,-24.69,-82.75,73.25,3.87,1.81,-2.12,0.07,0.02,-0.04,144.06,53.69,307.50,-0.56,-0.06,-0.37,4,6
1771521985.462347,305287,0.00,-0.03,0.00,-24.81,-82.75,73.19,0.31,-0.69,0.13,0.09,0.01,0.05,144.19,53.75,307.62,0.00,0.37,-0.56,4,6
1771521985.654435,305479,0.10,0.03,-0.15,-25.69,-82.75,72.94,0.37,0.44,0.56,0.09,0.02,0.06,144.06,53.88,307.75,-0.31,0.37,0.31,4,5
1771521985.845486,305670,0.00,0.04,0.00,-26.12,-82.50,72.75,-0.19,-0.75,0.88,0.08,0.00,0.08,144.06,53.88,307.75,0.13,0.31,0.31,4,4
1771521986.036712,305861,0.05,-0.01,-0.05,-26.06,-82.37,72.75,0.50,-0.75,-0.25,0.16,-0.01,0.06,144.00,53.88,307.75,-0.13,0.50,0.44,5,3
1771521986.227053,306051,0.06,0.05,0.00,-25.69,-82.31,72.62,-1.00,0.25,0.50,0.10,-0.04,0.06,143.94,53.94,307.75,-0.19,0.31,0.19,5,3
1771521986.417694,306242,0.07,0.03,-0.05,-25.94,-82.31,72.62,-0.56,0.94,-0.25,0.09,-0.01,0.06,143.94,53.88,307.75,-0.06,0.31,0.50,5,3
1771521986.608569,306433,0.07,-0.04,-0.08,-25.50,-82.44,72.75,0.81,0.25,-0.62,0.09,-0.02,0.07,143.94,53.81,307.62,0.25,-0.75,0.56,4,3
1771521986.799341,306623,0.04,0.04,-0.07,-25.37,-82.25,72.62,-0.94,-1.44,1.00,0.07,-0.06,0.08,143.94,53.63,307.44,0.13,-0.81,0.81,4,3
1771521986.989742,306814,0.01,0.08,-0.10,-24.75,-82.06,72.56,0.13,-1.62,-0.13,0.06,-0.01,0.02,143.87,53.44,307.25,0.50,-0.69,0.62,3,2
1771521987.179712,307004,0.08,0.10,-0.07,-24.37,-81.81,72.44,-1.75,-0.56,1.00,0.09,-0.02,0.07,143.87,53.38,307.12,-0.44,-0.37,1.25,3,2
1771521987.367696,307192,0.14,-0.02,-0.19,-23.50,-81.50,72.37,-0.75,-3.44,-1.81,0.15,0.04,0.14,143.62,52.88,306.62,-0.19,-1.00,3.00,3,3
1771521987.556988,307381,-0.03,0.02,0.00,-19.56,-80.75,72.50,-0.62,-2.75,0.50,0.10,-0.05,0.07,143.31,52.50,306.06,0.19,-0.37,1.81,3,3
1771521987.746013,307570,0.04,-0.02,0.00,-18.69,-80.50,72.62,1.31,-0.81,-0.81,0.09,-0.05,0.04,143.12,52.38,305.87,0.19,-0.37,0.50,2,3
1771521987.934084,307758,0.01,0.00,-0.06,-18.31,-80.56,72.69,0.31,1.12,-1.62,0.11,0.00,0.07,143.12,52.38,305.87,0.31,-0.44,-0.37,1,4
1771521988.123496,307948,0.07,0.06,-0.10,-18.50,-80.75,72.56,-2.25,-0.37,0.75,0.11,-0.01,0.11,143.19,52.25,305.81,0.25,-1.31,0.44,1,3
1771521988.314801,308139,0.00,0.13,-0.01,-18.81,-80.56,72.25,-0.31,-0.56,0.31,0.09,-0.02,0.04,143.19,52.13,305.62,-0.25,-0.37,0.62,1,3
1771521988.505361,308330,0.01,0.05,-0.02,-18.81,-80.50,72.31,-0.37,-0.31,0.00,0.10,-0.06,0.06,143.19,52.13,305.62,0.37,0.44,-0.13,1,3
1771521988.696030,308520,0.06,-0.01,-0.06,-18.94,-80.62,72.37,1.12,0.69,-0.75,0.11,-0.02,0.08,143.19,52.13,305.62,0.13,0.13,-0.37,1,4
1771521988.886566,308711,0.00,0.09,-0.03,-19.19,-80.62,72.31,-0.06,-0.50,-0.13,0.13,-0.02,0.05,143.25,52.19,305.69,0.00,0.06,-0.94,1,4
1771521989.076072,308900,0.02,0.07,-0.04,-19.94,-80.75,72.19,-1.44,1.50,0.50,0.13,-0.02,0.07,143.37,52.25,305.87,0.62,0.06,-0.62,1,4
1771521989.267503,309092,0.10,0.07,-0.09,-20.25,-80.94,72.06,0.56,0.19,0.00,0.13,-0.02,0.12,143.37,52.31,305.87,-0.56,0.19,0.13,2,3
1771521989.458440,309283,0.02,-0.03,0.00,-20.44,-80.94,72.25,-0.44,0.50,0.44,0.13,-0.01,0.11,143.37,52.31,305.87,0.37,0.06,-0.44,2,4
1771521989.649172,309473,0.05,0.06,-0.06,-20.75,-81.06,72.12,0.81,0.81,-0.56,0.17,0.01,0.14,143.37,52.31,305.87,-0.31,-0.13,0.37,2,3
1771521989.839811,309664,0.07,0.00,-0.04,-20.69,-81.12,72.25,0.88,-0.62,-0.75,0.13,0.00,0.09,143.37,52.25,305.81,0.31,-0.62,0.50,2,3
1771521990.030323,309855,0.02,0.03,-0.05,-20.56,-81.12,72.25,-0.31,0.62,-0.31,0.14,0.01,0.13,143.31,52.25,305.81,0.37,0.25,-0.06,2,3
1771521990.221139,310045,0.12,0.04,-0.13,-20.12,-81.19,72.31,0.44,-2.12,-0.25,0.11,-0.02,0.09,143.12,52.25,305.69,-0.25,-1.25,1.31,2,3
1771521990.412064,310236,0.02,-0.01,0.01,-19.69,-80.94,72.56,-0.50,0.00,0.13,0.13,-0.05,0.07,143.06,52.19,305.56,-0.06,0.06,0.00,5,4
1771521990.602413,310427,0.00,0.02,-0.10,-19.62,-80.94,72.50,0.75,1.00,-0.44,0.14,0.00,0.08,143.00,52.19,305.56,0.13,-0.06,0.06,5,5
1771521990.793100,310617,0.10,-0.01,-0.08,-20.00,-81.06,72.50,0.00,-0.50,1.06,0.10,0.00,0.04,143.00,52.25,305.62,-0.13,-0.25,0.06,5,5
1771521990.983897,310808,-0.01,0.11,-0.03,-20.37,-80.81,72.25,0.13,-0.44,-0.37,0.12,-0.04,0.06,143.00,52.31,305.69,-0.25,0.13,0.00,5,5
1771521991.174482,310999,0.04,0.00,-0.08,-20.06,-80.81,72.31,1.31,-0.06,-0.81,0.09,-0.01,0.00,142.94,52.31,305.69,-0.19,-0.75,0.25,5,5
1771521991.365371,311190,0.04,0.10,-0.09,-19.94,-80.81,72.25,-0.25,0.19,0.44,0.11,-0.03,0.05,142.94,52.31,305.69,-0.50,-0.06,-0.06,6,6
1771521991.555800,311380,0.07,0.00,-0.11,-19.94,-80.81,72.31,-0.19,-0.13,-0.56,0.13,-0.05,0.11,142.94,52.31,305.69,0.06,0.31,0.50,6,7
1771521991.746600,311571,0.03,0.01,-0.01,-19.50,-80.75,72.25,-0.19,0.13,0.06,0.10,-0.06,0.02,142.87,52.31,305.62,-0.37,0.19,0.31,6,7
1771521991.937310,311761,0.00,0.00,-0.10,-19.50,-80.81,72.25,0.06,0.06,-0.06,0.11,-0.03,0.11,142.87,52.38,305.69,-0.06,0.94,0.50,5,7
1771521992.127910,311952,0.05,0.00,-0.10,-19.12,-80.81,72.37,1.06,-0.75,-0.62,0.13,-0.05,0.11,142.81,52.38,305.75,-0.50,0.06,0.37,5,7
1771521992.318636,312143,0.00,0.01,-0.06,-19.06,-80.69,72.44,-0.19,0.69,0.94,0.14,-0.02,0.10,142.87,52.44,305.81,-0.25,0.62,-0.69,3,6
1771521992.509189,312334,-0.03,0.06,-0.06,-19.50,-80.75,72.44,1.19,0.06,0.00,0.11,0.01,0.06,142.87,52.50,305.94,0.06,-0.19,-1.00,2,6
1771521992.699185,312523,0.06,0.12,-0.10,-20.25,-80.81,72.25,-1.94,0.37,0.75,0.11,0.00,0.07,142.94,52.56,306.00,-0.13,-0.44,0.00,2,6
1771521992.890215,312714,0.03,0.08,-0.08,-20.56,-80.81,72.19,0.56,0.00,-0.19,0.12,-0.01,0.08,143.00,52.50,306.00,-0.25,-0.06,0.69,2,6
1771521993.081282,312906,0.04,0.00,-0.09,-20.50,-80.81,72.31,0.56,-0.31,-0.19,0.11,-0.03,0.08,142.94,52.56,306.06,0.37,-0.31,0.19,3,5
1771521993.271992,313096,0.03,0.00,-0.09,-20.44,-80.81,72.31,0.56,-0.50,0.37,0.08,-0.03,0.09,142.94,52.56,306.06,0.06,-0.31,0.56,2,4
1771521993.462614,313287,0.02,-0.01,-0.06,-19.87,-80.62,72.31,0.31,-1.06,0.88,0.09,-0.04,0.02,142.94,52.50,306.00,0.31,-0.62,0.13,2,4
1771521993.653076,313478,0.00,0.07,-0.05,-20.56,-80.37,72.06,0.31,-0.06,0.44,0.09,0.00,0.00,142.94,52.50,305.94,-0.50,0.06,0.13,2,5
1771521993.843005,313667,0.03,0.04,-0.09,-20.44,-80.37,72.12,1.31,0.31,-0.75,0.10,-0.02,0.02,143.00,52.50,306.06,-0.50,0.19,-0.19,3,4
1771521994.034460,313859,0.04,0.10,-0.13,-20.25,-80.44,72.19,-0.50,0.31,0.50,0.08,-0.04,0.03,143.00,52.50,306.06,-0.31,0.19,0.19,3,4
1771521994.225618,314050,0.05,0.03,-0.13,-20.25,-80.44,72.25,-0.13,-0.25,-0.06,0.11,-0.02,0.04,143.00,52.56,306.19,-0.37,0.19,0.06,3,4
1771521994.416051,314240,0.05,0.04,-0.11,-19.94,-80.44,72.25,-1.69,0.50,0.56,0.09,-0.01,0.04,143.00,52.56,306.19,0.44,0.13,-0.25,3,4
1771521994.606705,314431,0.02,0.10,-0.08,-19.81,-80.50,72.19,0.69,0.06,-0.06,0.08,-0.03,0.05,143.00,52.56,306.25,-0.94,1.00,-0.13,3,4
1771521994.795724,314620,0.01,-0.02,-0.07,-20.12,-80.62,72.62,1.94,0.31,-0.37,0.09,-0.02,0.01,143.12,52.69,306.56,-0.44,0.50,-1.37,3,4
1771521994.987485,314812,0.04,0.04,-0.19,-21.12,-80.81,72.50,-0.88,2.00,0.81,0.10,0.02,0.10,143.37,52.88,306.87,0.37,0.25,-1.12,2,4
1771521995.178779,315003,0.01,0.13,-0.17,-22.44,-80.94,72.31,0.75,-1.00,-0.19,0.11,0.02,0.00,143.50,52.94,307.00,0.19,-0.69,-0.19,2,4
1771521995.369380,315194,0.01,0.11,-0.06,-22.94,-80.75,72.12,-1.31,-0.19,0.62,0.10,0.00,0.02,143.50,52.94,306.94,0.19,0.00,-0.50,2,4
1771521995.559993,315385,0.03,0.07,-0.12,-23.44,-80.75,72.06,0.88,0.25,-1.19,0.11,0.02,0.03,143.44,53.00,307.00,-0.13,0.69,-0.06,2,3
1771521995.750654,315575,0.03,0.00,-0.10,-23.00,-80.81,72.31,-0.50,-0.75,0.69,0.11,0.00,0.07,143.44,53.00,307.00,0.13,-0.81,0.13,1,3
1771521995.941380,315766,0.02,0.07,-0.05,-23.56,-80.75,72.06,0.25,-0.81,0.00,0.09,0.00,0.04,143.50,52.88,306.94,0.19,-0.88,0.25,2,2
1771521996.132048,315957,0.02,0.00,-0.07,-23.50,-80.75,72.12,0.19,0.13,0.06,0.10,0.00,0.05,143.56,52.88,306.87,0.31,0.19,-0.50,1,2
1771521996.322751,316147,0.01,0.10,-0.07,-23.62,-80.81,72.06,0.62,0.50,-0.06,0.10,-0.02,0.06,143.56,52.88,306.87,-0.62,0.25,-0.06,1,2
1771521996.513281,316338,0.04,0.03,-0.12,-23.50,-80.81,72.25,1.12,0.00,-0.81,0.12,0.03,0.01,143.56,52.88,306.94,0.56,-0.25,0.13,2,3
1771521996.704068,316528,0.02,0.06,-0.06,-23.44,-80.69,72.12,-0.37,-1.00,0.94,0.10,-0.01,0.05,143.62,52.81,306.87,0.19,-0.56,0.44,3,3
1771521996.894805,316719,0.06,0.06,-0.08,-23.50,-80.62,72.12,0.13,-0.25,-0.19,0.09,-0.03,0.06,143.62,52.81,306.87,-0.56,0.31,0.25,4,3
1771521997.085504,316910,0.01,0.00,-0.07,-23.19,-80.62,72.19,-0.13,0.62,0.50,0.10,-0.01,0.06,143.69,52.81,306.94,0.31,0.13,-0.50,4,3
1771521997.276054,317100,0.06,0.00,-0.17,-23.31,-80.69,72.06,0.37,-0.31,0.00,0.12,-0.01,0.05,143.69,52.81,306.94,-0.37,-0.13,0.50,4,3
1771521997.466756,317291,0.05,0.00,-0.10,-23.06,-80.62,72.06,0.44,-0.88,0.13,0.10,-0.01,0.01,143.69,52.75,306.87,-0.13,-0.56,0.69,4,3
1771521997.657275,317482,0.02,0.08,-0.06,-22.94,-80.50,71.94,0.25,0.56,-0.13,0.12,-0.01,0.03,143.62,52.75,306.87,-0.25,0.56,0.44,5,4
1771521997.848218,317673,0.05,-0.01,-0.18,-22.37,-80.56,72.06,0.94,0.13,-0.75,0.12,-0.06,0.11,143.62,52.75,306.87,-0.06,0.06,0.37,5,5
1771521998.038759,317863,0.02,0.00,-0.11,-22.25,-80.50,72.06,0.00,0.06,0.56,0.10,-0.02,0.06,143.62,52.75,306.81,0.56,-0.44,0.00,5,6
1771521998.229326,318054,0.03,0.01,-0.09,-22.31,-80.44,71.94,0.56,-0.37,0.50,0.11,-0.02,0.03,143.62,52.69,306.75,-0.44,-0.19,0.13,5,6
1771521998.419874,318245,0.05,0.08,-0.10,-22.62,-80.44,71.87,0.94,-0.19,-0.25,0.08,0.00,0.00,143.62,52.69,306.75,-0.31,0.31,0.00,5,6
1771521998.610578,318435,0.05,0.14,-0.08,-22.50,-80.37,71.81,-0.25,-0.06,0.06,0.12,-0.01,0.06,143.62,52.75,306.75,0.37,0.25,0.06,5,6
1771521998.801304,318626,0.02,0.00,-0.10,-22.19,-80.44,72.00,-0.13,0.13,-0.19,0.17,-0.06,0.14,143.62,52.75,306.75,0.06,0.44,0.37,5,6
1771521998.992206,318817,0.01,0.03,-0.07,-21.81,-80.31,72.00,-0.56,0.00,0.56,0.10,-0.01,0.08,143.62,52.69,306.75,0.13,-0.37,-0.31,5,6
1771521999.182535,319007,0.00,0.11,-0.10,-22.12,-80.31,71.87,-0.44,0.06,0.62,0.12,0.00,0.06,143.62,52.69,306.75,-0.25,-0.13,0.06,5,6
1771521999.373159,319198,0.10,0.05,-0.14,-22.25,-80.31,71.87,0.31,-0.81,0.06,0.10,0.00,0.02,143.69,52.63,306.69,0.13,-1.12,0.69,5,6
1771521999.563859,319388,0.03,0.12,-0.09,-22.37,-80.12,71.75,-0.69,0.31,0.62,0.09,-0.02,0.08,143.75,52.50,306.56,0.19,-0.44,0.31,4,5
1771521999.754822,319579,-0.04,0.09,-0.11,-22.31,-80.12,71.87,0.88,0.37,-0.81,0.14,-0.02,0.07,143.81,52.50,306.62,-0.06,0.44,0.13,3,5
1771521999.945440,319770,0.06,0.07,-0.14,-21.62,-80.25,72.00,-1.12,0.56,0.37,0.12,-0.03,0.13,143.81,52.50,306.62,0.06,-0.37,0.06,3,5
1771522000.135928,319960,0.05,0.08,-0.15,-21.56,-80.31,71.94,0.37,0.19,-0.69,0.11,-0.05,0.12,143.81,52.50,306.62,-0.31,-0.31,0.25,3,4
1771522000.326741,320151,0.03,0.02,-0.11,-21.56,-80.25,72.06,-1.06,-0.94,1.00,0.12,-0.03,0.06,143.94,52.38,306.50,-0.06,-0.88,-0.19,3,5
1771522000.517102,320342,0.03,0.11,-0.11,-22.19,-80.19,71.75,-0.25,0.19,0.19,0.17,-0.01,0.12,144.00,52.31,306.44,0.06,-0.31,-0.06,2,4
1771522000.708215,320533,-0.01,0.09,-0.06,-22.25,-80.19,71.75,-0.44,-0.06,-0.37,0.11,0.00,0.07,144.06,52.25,306.50,-0.75,-0.37,-0.13,1,3
1771522000.898832,320723,0.05,0.12,-0.17,-22.37,-80.25,71.62,-0.62,-0.50,-0.37,0.06,-0.12,0.00,144.00,52.31,306.56,-0.62,0.75,1.87,1,3
1771522001.088969,320914,0.00,0.00,-0.05,-22.50,-80.06,71.81,4.37,-0.06,-0.81,0.04,0.02,0.09,143.94,52.19,306.69,0.88,0.13,0.19,1,3
1771522001.279504,321104,0.04,0.17,-0.08,-20.06,-80.37,71.87,-4.31,-0.56,-4.69,0.12,-0.07,0.15,143.12,52.13,305.94,0.56,1.44,0.75,2,3
1771522001.467940,321292,0.21,-0.14,-0.02,-22.44,-81.06,71.62,2.94,6.44,7.25,0.09,-0.08,0.19,143.19,52.56,306.37,2.56,-0.25,-3.81,2,3
1771522001.658773,321483,0.19,0.04,-0.16,-27.00,-81.56,70.87,0.19,0.19,-0.13,0.09,0.04,0.13,143.62,52.88,307.06,1.62,-0.37,-2.25,2,3
1771522001.851740,321676,0.08,0.10,-0.18,-28.75,-81.69,70.44,-0.88,1.44,1.75,0.08,0.05,0.04,144.00,53.19,307.50,-0.13,-0.19,-1.50,2,3
1771522002.042582,321867,0.05,0.05,-0.08,-30.62,-81.69,69.94,-0.13,-1.87,-0.88,0.10,0.00,0.05,144.00,53.25,307.44,-0.81,-0.31,0.06,2,2
1771522002.233119,322058,0.00,0.05,-0.04,-30.81,-81.56,69.94,0.00,-0.94,-0.31,0.09,0.00,0.05,144.00,53.31,307.56,-0.19,0.50,0.13,2,2
1771522002.424131,322248,0.03,0.04,-0.09,-30.50,-81.69,70.12,-0.25,-0.31,-0.56,0.08,-0.02,0.07,143.87,53.31,307.56,-0.25,-0.50,0.75,2,3
1771522002.614742,322439,0.05,-0.02,0.01,-30.19,-81.75,70.25,-0.06,1.50,-0.06,0.12,-0.05,0.10,143.81,53.38,307.50,-0.31,0.37,-0.69,2,3
1771522002.805283,322630,0.05,0.03,-0.11,-31.25,-81.94,70.25,0.37,-0.37,-0.25,0.10,0.02,0.16,143.87,53.50,307.62,0.81,-1.06,-0.44,3,3
1771522002.996009,322820,0.05,0.04,-0.07,-31.94,-82.06,70.12,-0.62,-1.19,2.00,0.11,0.02,0.08,144.00,53.31,307.44,-0.06,-1.19,-0.88,3,3
1771522003.186100,323010,0.13,0.00,-0.12,-33.00,-81.87,69.75,-1.87,-0.44,0.88,0.12,-0.04,0.09,144.12,53.19,307.19,-0.81,-0.94,0.81,3,3
1771522003.376765,323201,0.00,0.01,0.02,-32.81,-81.62,69.62,0.31,-0.31,0.94,0.10,0.00,0.00,144.31,53.06,307.19,-0.62,0.06,0.13,3,3
1771522003.567661,323392,0.05,0.03,-0.05,-32.88,-81.69,69.69,0.75,0.94,-1.31,0.11,-0.06,0.08,144.31,53.19,307.44,-1.00,1.19,0.25,3,3
1771522003.758743,323583,0.04,-0.07,-0.06,-32.31,-81.94,70.19,1.31,1.00,-0.75,0.11,-0.03,0.08,144.37,53.31,307.87,-0.94,0.44,0.06,3,3
1771522003.948953,323774,0.11,0.04,-0.09,-32.50,-82.00,70.37,1.94,0.13,0.25,0.11,0.01,0.09,144.62,53.31,308.31,-2.62,0.50,0.25,3,3
1771522004.139378,323964,0.02,-0.08,-0.12,-32.25,-82.25,71.00,0.37,2.25,-3.06,0.12,-0.04,0.14,144.75,53.38,308.62,0.25,-0.31,-0.75,3,4
1771522004.327738,324152,0.14,0.48,-0.19,-31.19,-82.62,71.69,5.69,0.00,-3.56,0.11,-0.08,0.21,145.06,53.19,308.69,-0.94,-4.62,-1.00,3,4
1771522004.519046,324344,-0.01,-0.34,0.05,-21.00,-82.75,77.62,31.44,-3.94,-12.13,0.08,0.08,-0.03,145.87,52.94,308.75,-1.50,0.13,0.75,4,4
1771522004.711519,324536,0.03,0.14,-0.09,-13.25,-82.87,79.75,-7.12,0.69,-0.50,0.17,-0.04,0.18,145.56,53.19,309.00,1.00,-0.44,-1.19,3,4
1771522004.902406,324727,0.00,-0.07,-0.08,-13.69,-83.12,80.25,7.87,4.50,-1.00,0.14,-0.10,0.08,145.44,53.50,309.00,-0.06,2.19,-1.31,3,4
1771522005.092760,324917,0.04,-0.09,-0.08,-1.00,-83.62,81.06,-2.62,0.94,-0.75,0.08,-0.04,0.05,145.37,53.88,309.31,1.75,-0.69,-0.56,3,4
1771522005.280842,325105,0.09,0.09,-0.19,-1.00,-83.87,80.37,-4.44,1.94,-0.69,0.10,-0.03,0.12,144.94,54.13,309.00,-0.31,1.31,0.75,3,4
1771522005.471996,325296,0.04,-0.12,-0.08,-0.94,-84.06,80.12,-4.19,0.81,-0.75,0.08,-0.05,0.05,144.69,54.13,309.06,2.06,0.50,0.06,5,5
1771522005.664494,325489,-0.03,0.09,-0.02,-1.06,-83.94,78.44,-10.06,-0.50,3.06,0.11,-0.07,0.16,144.31,54.50,309.06,0.56,2.44,-1.56,5,5
1771522005.855541,325680,0.07,-0.05,-0.08,-1.19,-84.00,77.50,-0.44,0.25,1.25,0.10,-0.07,0.06,144.44,54.94,309.44,-0.06,0.06,-1.31,5,5
1771522006.045729,325870,0.00,0.05,-0.02,-1.44,-83.69,76.94,-1.81,-1.00,1.06,0.04,-0.01,0.11,144.62,55.13,309.69,0.37,0.94,-0.94,5,5
1771522006.235530,326060,0.07,-0.02,-0.16,-1.44,-83.75,76.69,-0.62,0.13,-1.25,0.07,-0.03,0.08,144.44,55.13,309.50,1.00,-1.31,1.87,5,5
1771522006.426238,326251,0.02,-0.24,-0.02,-1.56,-83.44,76.25,-4.12,-2.87,6.06,0.11,-0.01,0.14,144.06,54.69,308.69,-0.50,-1.94,2.00,5,5
1771522006.617900,326443,0.04,0.04,-0.03,-2.19,-83.19,75.19,0.19,-1.12,-2.06,0.05,-0.01,0.07,144.19,54.38,308.37,0.19,-0.69,-0.06,4,5
1771522006.808606,326633,-0.02,0.00,-0.05,-2.06,-83.19,75.37,0.62,-0.94,-0.62,0.09,-0.02,0.12,144.37,54.38,308.56,-2.31,0.19,0.25,4,4
