host_time_s,t_ms,ax1,ay1,az1,gx1,gy1,gz1,yaw1,pitch1,roll1,ax2,ay2,az2,gx2,gy2,gz2,yaw2,pitch2,roll2,emg1,emg2
1771522006.999013,326823,0.13,-0.06,-0.17,-2.06,-83.44,75.56,0.56,1.69,-0.62,0.09,-0.05,0.10,144.44,54.44,308.87,-0.69,-0.88,0.37,4,4
1771522007.187391,327012,0.03,-0.04,-0.05,-2.12,-83.44,75.44,-1.69,-0.31,1.06,0.11,-0.05,0.12,144.56,54.31,308.81,0.25,-1.50,-0.44,4,4
1771522007.378402,327203,0.07,0.06,-0.06,-2.44,-83.31,74.87,-1.31,-0.69,1.25,0.08,0.01,0.06,144.81,54.19,308.75,0.19,-1.31,-0.94,2,2
1771522007.570914,327396,0.04,0.09,-0.06,-2.75,-83.19,74.25,-2.37,0.13,1.62,0.08,-0.01,0.08,144.87,54.13,308.75,-0.13,-0.31,-0.19,1,2
1771522007.761949,327586,0.03,0.05,-0.12,-24.62,-83.12,74.06,-0.19,-0.25,-1.06,0.10,-0.02,0.06,144.87,54.19,308.75,-0.31,-0.62,0.50,1,2
1771522007.952231,327777,0.05,0.04,0.00,-23.94,-83.06,74.12,-1.31,0.00,0.19,0.07,-0.05,0.08,144.81,54.19,308.75,-0.31,-0.25,0.25,1,2
1771522008.143145,327968,0.04,0.11,-0.01,-23.94,-83.00,74.06,-0.50,-0.31,0.31,0.11,-0.05,0.07,144.81,54.13,308.81,-0.06,0.44,-0.44,2,2
1771522008.334051,328159,0.05,-0.07,-0.07,-23.25,-83.12,74.19,-0.81,0.50,0.81,0.07,-0.05,0.07,144.81,54.13,308.81,0.00,-0.13,-0.31,1,2
1771522008.524747,328349,0.03,0.06,-0.05,-2.69,-83.12,74.12,0.37,1.31,0.25,0.08,-0.04,0.11,144.87,54.19,308.87,-0.69,0.37,-0.19,2,2
1771522008.715255,328540,0.06,-0.02,-0.09,-2.69,-83.37,74.25,0.25,0.81,-0.06,0.09,-0.04,0.07,144.94,54.19,308.94,-0.06,-0.06,-0.44,2,3
1771522008.905176,328730,0.08,0.09,-0.09,-2.69,-83.56,74.31,1.37,1.19,0.13,0.10,-0.01,0.10,145.12,54.25,309.12,-1.37,0.25,-0.19,2,3
1771522009.095237,328920,0.01,0.05,-0.10,-2.69,-83.75,74.75,3.00,0.69,-0.25,0.10,0.00,0.09,145.37,54.31,309.62,-0.25,0.19,-1.25,2,3
1771522009.286761,329111,0.05,0.02,-0.11,-2.56,-84.00,75.31,0.62,1.00,-0.44,0.13,-0.04,0.13,145.62,54.56,310.00,-0.69,0.88,-0.69,2,3
1771522009.477879,329302,0.08,0.04,-0.13,-2.50,-84.06,75.62,1.44,-0.50,-0.37,0.10,0.03,0.17,145.69,54.75,310.44,-0.31,0.88,-0.06,2,3
1771522009.668785,329493,0.07,-0.01,-0.10,-2.37,-84.06,75.94,0.44,-1.25,-0.19,0.11,-0.02,0.08,145.56,54.88,310.44,-0.13,-0.13,-0.37,2,3
1771522009.858840,329684,0.03,0.02,-0.04,-2.44,-84.00,75.87,-0.50,0.44,-0.19,0.12,0.00,0.07,145.50,54.94,310.44,0.00,0.00,-0.31,2,3
1771522010.049668,329874,0.04,-0.09,-0.13,-2.44,-84.06,75.94,-0.69,-0.37,0.00,0.08,0.01,0.10,145.50,55.06,310.56,0.13,-0.62,-0.50,2,3
1771522010.240267,330065,0.02,0.13,-0.09,-2.56,-83.94,75.50,-0.13,0.06,0.69,0.06,0.01,0.09,145.56,55.00,310.56,-0.19,-0.69,0.19,2,3
1771522010.430867,330256,0.04,0.04,-0.06,-2.56,-84.00,75.50,1.00,-0.25,-0.69,0.09,0.00,0.08,145.37,54.94,310.37,0.13,-0.69,0.75,2,3
1771522010.621755,330446,0.05,0.05,-0.10,-2.56,-83.94,75.44,-0.94,-0.25,0.81,0.11,-0.01,0.10,145.37,54.88,310.25,-0.31,-0.69,0.25,4,5
1771522010.812459,330637,0.05,-0.01,-0.10,-2.62,-83.87,75.31,-0.44,0.25,-0.25,0.15,-0.03,0.11,145.31,54.88,310.25,-1.00,-0.19,0.50,4,6
1771522011.002545,330827,0.04,-0.01,-0.07,-2.62,-83.87,75.31,-0.69,-0.13,1.31,0.06,-0.03,0.07,145.37,54.88,310.25,-0.44,-0.13,-0.06,4,5
1771522011.193489,331018,0.02,0.00,-0.12,-2.75,-83.81,75.00,0.25,0.88,-0.69,0.10,-0.03,0.12,145.31,54.81,310.25,-0.25,0.06,0.31,4,5
1771522011.384386,331209,0.03,-0.02,-0.07,-2.69,-83.81,75.06,0.25,-1.31,-0.37,0.08,-0.02,0.09,145.25,54.75,310.19,0.44,-0.75,0.25,4,5
1771522011.574840,331400,0.03,0.03,-0.09,-2.69,-83.69,75.00,-0.81,-0.19,0.69,0.08,-0.04,0.07,145.31,54.69,310.12,0.19,-0.88,0.13,4,5
1771522011.765584,331590,0.00,0.15,-0.08,-2.75,-83.62,74.87,-0.88,-1.19,0.69,0.05,-0.01,0.05,145.44,54.63,310.06,0.50,-0.56,-0.13,4,5
1771522011.955715,331780,0.03,-0.01,0.04,-2.69,-83.50,74.81,-2.94,-1.37,-0.19,0.07,-0.02,0.16,145.19,54.63,309.75,0.44,1.06,-0.25,4,5
1771522012.146965,331972,0.08,-0.06,-0.12,-2.62,-83.69,74.69,-1.25,-0.31,-1.06,0.08,-0.01,0.19,145.12,54.75,309.69,0.00,0.69,0.31,4,5
1771522012.337908,332162,0.06,-0.05,-0.11,-2.56,-83.69,74.81,0.69,-0.25,-0.06,0.12,0.03,0.12,145.19,54.75,309.87,-0.44,-0.25,0.44,4,6
1771522012.528409,332353,-0.04,-0.03,-0.02,-2.50,-83.62,74.81,0.37,-0.25,-1.12,0.11,-0.01,0.14,145.19,54.69,309.94,0.94,0.37,-0.56,3,4
1771522012.718211,332543,0.14,-0.12,-0.11,-2.31,-83.94,74.87,-0.88,2.06,0.37,0.09,-0.03,0.13,145.12,54.88,309.87,0.19,0.56,-1.31,2,4
1771522012.908582,332733,0.00,0.09,-0.08,-2.31,-84.06,74.56,-0.13,0.75,-1.06,0.12,0.00,0.14,145.06,55.06,310.00,0.19,1.19,-0.94,2,4
1771522013.099982,332925,0.06,0.03,-0.13,-2.06,-84.31,74.81,1.19,0.56,-1.44,0.04,-0.02,0.09,144.81,55.25,310.12,-0.62,-0.25,0.44,2,4
1771522013.290964,333115,0.01,0.03,-0.09,-2.00,-84.25,75.00,-0.44,-0.31,-0.31,0.05,-0.04,0.07,144.69,55.25,310.06,-0.25,-0.06,0.44,2,4
1771522013.481155,333306,0.06,0.00,-0.15,-1.87,-84.31,75.19,0.25,0.62,-1.00,0.07,-0.01,0.06,144.44,55.25,309.94,0.19,-0.37,0.69,2,4
1771522013.671898,333497,0.04,0.02,-0.10,-1.75,-84.37,75.31,-1.00,0.19,0.31,0.12,0.01,0.10,144.25,55.13,309.75,-0.06,-0.06,0.69,2,4
1771522013.862048,333687,0.05,-0.06,-0.12,-1.56,-84.44,75.44,-0.94,-0.31,-2.87,0.09,-0.06,0.11,144.06,55.13,309.62,0.19,0.56,1.25,2,5
1771522014.053229,333878,0.00,-0.03,-0.08,-1.19,-84.31,75.56,1.37,-1.19,-0.13,0.11,-0.05,0.15,143.94,55.06,309.56,0.25,-0.44,0.37,3,5
1771522014.244149,334069,0.05,-0.02,-0.12,-1.12,-84.25,75.56,-1.12,-0.06,-0.37,0.13,-0.01,0.22,143.81,54.94,309.25,0.69,-1.75,1.75,3,5
1771522014.434507,334259,0.15,0.06,-0.12,-0.69,-84.94,75.50,-3.06,2.94,-1.06,0.03,-0.10,0.09,143.69,55.00,309.06,-1.50,0.25,0.06,3,5
1771522014.624615,334449,0.06,0.00,-0.12,-0.81,-84.81,75.44,0.37,-5.19,0.56,0.08,0.02,0.13,143.69,54.94,309.50,-0.19,-0.25,-0.19,3,5
1771522014.813227,334638,-0.13,0.04,0.17,-0.81,-84.12,75.12,-9.06,-4.12,-0.56,-0.05,-0.18,0.05,142.75,55.25,308.56,-3.00,2.81,0.75,3,6
1771522015.004395,334829,-0.05,-0.24,-0.08,-1.12,-84.12,74.69,6.69,1.69,1.69,0.13,0.05,0.13,143.37,55.56,309.94,-2.12,1.69,-0.88,4,6
1771522015.196617,335021,0.19,0.04,-0.28,-1.00,-85.00,74.50,-0.56,2.56,-2.06,0.09,-0.01,0.16,143.19,56.06,310.31,0.31,-0.50,0.75,3,6
1771522015.387512,335212,-0.02,0.02,-0.04,-0.81,-84.87,74.75,-0.75,-2.37,-0.13,0.08,-0.02,0.10,142.87,55.75,309.81,1.19,-1.50,1.00,3,6
1771522015.577647,335402,-0.03,-0.01,-0.07,-0.69,-84.62,74.62,-1.25,-0.94,-1.75,0.09,0.00,0.15,142.37,55.69,308.87,3.81,-1.50,0.69,4,6
1771522015.765646,335591,0.07,0.04,0.06,-0.44,-84.44,74.50,1.06,-7.12,2.25,0.05,-0.10,0.07,142.06,55.13,307.87,-0.81,-3.37,1.19,4,5
1771522015.957639,335783,0.08,0.00,0.03,-0.94,-83.62,74.37,0.62,-1.69,0.31,0.10,-0.07,0.08,142.37,54.88,307.69,-0.37,0.31,-0.50,4,5
1771522016.149576,335974,0.00,-0.08,0.06,-0.81,-83.44,74.94,1.81,0.75,0.50,0.04,-0.01,0.04,142.62,55.00,307.94,-0.81,0.88,-0.69,3,5
1771522016.340313,336165,0.07,0.05,-0.10,-0.81,-83.69,74.94,0.37,1.31,0.25,0.10,-0.06,0.14,142.62,55.25,308.37,-1.06,1.25,0.06,3,5
1771522016.530523,336355,0.10,-0.10,-0.11,-0.75,-83.94,75.25,1.25,1.44,-0.62,0.07,-0.03,0.08,142.62,55.38,308.75,-0.81,0.56,0.31,3,5
1771522016.720496,336546,-0.12,0.11,0.05,-0.94,-83.94,75.12,1.87,0.44,-0.50,0.07,-0.01,0.10,142.75,55.44,309.19,0.31,0.00,0.19,3,5
1771522016.912202,336737,0.14,-0.05,-0.12,-0.69,-84.44,75.25,-0.75,-0.25,0.31,0.10,-0.02,0.16,142.69,55.44,309.06,0.94,-0.75,0.06,3,4
1771522017.103438,336928,0.02,0.04,-0.10,-0.62,-84.44,75.06,-1.12,-0.13,0.13,0.05,-0.13,0.07,142.56,55.38,308.62,-0.44,-1.06,0.31,3,4
1771522017.293602,337118,0.00,-0.06,-0.05,-0.88,-84.31,74.87,0.44,1.75,0.81,0.12,-0.03,0.10,142.87,55.31,308.87,0.56,-0.50,-0.69,3,4
1771522017.483457,337308,0.08,0.05,-0.16,-1.00,-84.44,74.50,-0.69,0.06,1.62,0.12,0.00,0.14,143.12,55.25,308.94,-0.56,-1.12,0.25,3,4
1771522017.673760,337498,0.03,0.00,-0.06,-1.19,-84.12,74.31,0.37,-2.12,0.94,0.11,-0.05,0.15,143.25,55.00,308.75,-1.00,-0.50,1.06,3,5
1771522017.865140,337690,0.03,0.04,0.00,-1.25,-83.87,74.31,-0.50,-0.25,0.44,0.09,-0.02,0.09,143.25,55.00,308.75,-0.13,0.37,-0.19,3,4
1771522018.056154,337881,-0.05,0.07,-0.02,-1.19,-84.00,74.37,2.37,2.44,-1.19,0.13,-0.05,0.17,143.31,55.13,309.12,-0.62,1.44,0.00,3,4
1771522018.246703,338071,0.12,-0.14,-0.18,-0.88,-84.31,74.94,-0.13,-2.25,0.00,0.11,-0.01,0.19,143.06,55.25,309.06,0.69,-1.50,0.75,3,4
1771522018.436438,338261,0.04,0.03,-0.10,-1.06,-83.87,74.56,-1.12,-2.50,1.31,0.11,-0.05,0.12,142.94,55.00,308.69,0.50,-1.69,0.81,3,5
1771522018.624747,338450,0.00,0.13,-0.01,-1.25,-83.44,74.19,-1.50,-2.00,1.50,0.06,-0.06,0.09,142.94,54.75,308.31,0.37,-1.31,-0.19,3,5
1771522018.817276,338642,0.07,0.08,-0.07,-1.37,-83.31,73.94,-1.44,-0.50,1.06,0.07,-0.05,0.11,143.06,54.63,308.19,-0.13,-0.56,0.25,2,5
1771522019.008884,338834,0.02,0.10,-0.07,-1.44,-83.31,73.87,0.19,1.00,-0.94,0.10,-0.02,0.13,142.94,54.69,308.19,-0.31,0.69,-0.06,2,5
1771522019.199779,339025,0.00,-0.02,-0.10,-1.31,-83.44,74.19,0.13,-0.13,0.44,0.08,0.03,0.13,142.87,54.81,308.25,-0.50,0.19,-0.75,2,5
1771522019.389556,339214,-0.02,0.16,-0.08,-1.31,-83.50,74.19,1.87,-0.19,-0.62,0.11,0.00,0.07,142.94,54.88,308.50,-0.81,0.00,0.13,2,5
1771522019.579847,339405,0.04,-0.02,-0.09,-1.25,-83.50,74.31,-0.44,-1.56,-1.19,0.10,0.00,0.17,142.87,54.88,308.44,0.25,0.13,-0.62,1,4
1771522019.770579,339595,0.10,0.00,-0.07,-1.25,-83.69,74.50,2.75,5.12,-1.94,0.04,0.00,0.11,143.00,55.38,309.06,-1.37,1.69,-1.75,1,4
1771522019.961966,339787,0.05,0.02,-0.12,-1.12,-84.25,74.87,1.31,0.31,-1.87,0.10,0.02,0.10,143.00,55.56,309.31,0.00,-0.75,-0.44,1,3
1771522020.152455,339978,0.04,0.09,-0.14,-1.12,-84.31,74.81,-1.94,0.69,1.44,0.10,-0.02,0.10,143.06,55.50,309.25,0.19,-1.81,0.62,2,3
1771522020.343420,340168,0.06,0.02,-0.09,-1.25,-84.19,74.50,-0.69,-1.12,0.44,0.16,-0.06,0.09,143.06,55.25,309.00,-0.25,-0.62,1.12,3,3
1771522020.533461,340359,0.04,0.04,-0.06,-1.31,-84.00,74.44,-1.00,-0.50,0.62,0.09,0.00,0.06,143.12,55.19,308.87,0.13,-0.56,0.25,3,3
1771522020.724424,340549,0.02,0.08,-0.08,-1.37,-84.00,74.25,0.56,0.62,-1.44,0.12,-0.01,0.15,143.00,55.19,308.87,0.06,0.44,0.69,3,2
1771522020.915458,340740,0.03,-0.07,-0.08,-1.19,-84.00,74.56,0.25,-1.00,0.13,0.12,-0.05,0.11,143.00,55.13,308.75,0.75,-0.94,0.69,3,2
1771522021.105884,340931,0.05,0.25,-0.06,-1.25,-83.75,74.37,0.56,-1.56,0.56,0.05,-0.09,0.11,143.31,55.13,308.94,-0.25,-0.75,-2.75,3,2
1771522021.295571,341121,0.04,-0.20,-0.01,-1.06,-83.69,75.31,0.00,-1.31,-0.88,0.08,-0.02,0.06,143.37,55.06,308.87,0.81,-0.62,2.00,3,2
1771522021.485650,341311,-0.01,0.13,0.00,-1.37,-83.44,74.50,-3.50,-0.81,2.19,0.08,-0.04,0.10,143.06,54.81,308.44,-0.56,-0.06,0.44,3,2
1771522021.676523,341502,0.06,0.03,-0.07,-1.50,-83.50,74.37,1.50,0.56,-1.56,0.10,-0.08,0.15,142.94,54.94,308.69,-1.69,1.25,0.75,3,2
1771522021.868071,341693,0.00,-0.25,-0.01,-1.37,-83.56,75.19,3.81,0.81,1.06,0.08,-0.01,0.10,143.19,55.00,309.25,0.06,-0.81,-1.06,5,5
1771522022.058902,341884,0.04,0.06,-0.09,-1.62,-83.69,74.62,-1.75,-0.56,3.06,0.05,-0.02,0.04,143.50,54.94,309.19,-0.19,-2.00,-0.81,5,4
1771522022.248602,342073,0.00,0.02,-0.03,-2.19,-83.37,74.06,2.00,-0.69,2.69,0.08,-0.01,0.07,144.06,54.75,309.44,-0.50,-1.87,-0.19,4,5
1771522022.438613,342264,0.10,0.10,-0.07,-2.31,-83.62,73.50,-4.37,5.44,-1.37,0.08,-0.04,0.08,144.12,54.56,309.19,-0.19,0.13,0.50,4,5
1771522022.630254,342455,0.08,-0.05,-0.03,-2.19,-83.94,73.56,2.75,-1.19,-1.81,0.08,-0.05,0.10,144.06,54.63,309.12,0.88,0.00,0.00,5,5
1771522022.821286,342646,0.01,0.07,-0.05,-2.19,-83.69,73.62,-0.19,0.19,0.62,0.10,-0.07,0.17,144.00,54.56,309.00,-0.44,-0.56,0.37,5,5
1771522023.011836,342837,0.06,-0.04,-0.03,-2.19,-83.56,73.69,0.19,0.56,0.13,0.12,-0.09,0.10,143.94,54.69,309.06,-0.88,0.44,-0.25,5,6
1771522023.201485,343026,-0.07,0.09,0.12,-2.31,-83.69,73.75,1.56,2.31,1.00,0.07,-0.06,0.07,144.19,54.81,309.37,-1.06,0.69,-2.62,5,6
1771522023.389555,343215,0.02,0.22,0.00,-2.31,-84.69,74.37,6.37,6.81,0.25,0.08,-0.09,0.12,144.75,55.50,310.75,-3.00,2.81,-3.31,5,6
1771522023.578672,343404,-0.05,0.00,0.08,-2.44,-85.69,76.37,12.81,4.81,-2.00,0.02,0.03,0.10,145.94,56.50,313.31,-5.75,4.62,-4.69,5,6
