host_time_s,t_ms,ax1,ay1,az1,roll1,pitch1,yaw1,gx1,gy1,gz1,ax2,ay2,az2,roll2,pitch2,yaw2,gx2,gy2,gz2,emg1,emg2
1772726892.066062,5781057,-0.09,-0.17,0.11,-46.63,-73.75,236.19,-0.88,2.56,-8.44,-0.21,0.03,0.12,139.62,-43.25,207.69,-11.81,2.37,-10.44,2,11
1772726892.066381,5781097,-0.18,-0.39,0.04,-46.19,-74.12,236.50,-0.50,7.25,-5.19,0.05,-0.11,0.06,139.81,-42.94,207.56,-11.63,5.50,-12.56,2,9
1772726892.066673,5781137,0.26,-0.31,-0.03,-46.50,-74.50,236.62,-1.94,9.81,1.75,0.02,-0.10,0.00,140.00,-42.50,207.62,-7.69,5.06,-8.75,2,10
1772726892.066965,5781177,0.27,-0.25,0.00,-47.56,-74.62,236.37,-3.69,4.56,5.19,0.10,-0.03,-0.05,140.19,-42.19,207.69,-6.75,5.31,-9.13,2,9
1772726892.067249,5781217,0.20,-0.05,0.14,-48.25,-74.56,235.94,-5.25,1.75,7.50,0.31,-0.17,-0.18,140.25,-41.88,207.87,2.06,-1.31,1.62,2,9
1772726892.067530,5781258,0.17,0.24,0.20,-48.88,-74.31,235.50,-3.31,-0.62,10.13,0.01,-0.09,-0.15,140.00,-42.19,207.94,10.56,-8.13,7.25,2,9
1772726892.067809,5781298,-0.01,0.28,0.23,-49.63,-73.94,235.00,1.44,-1.62,10.06,-0.10,-0.14,0.11,139.69,-42.56,207.87,6.50,-4.50,5.19,2,11
1772726892.068085,5781338,-0.20,0.17,0.20,-50.38,-73.62,234.75,3.81,1.25,5.94,-0.20,-0.13,0.13,139.56,-42.69,207.87,0.62,-0.37,-0.19,2,9
1772726892.068364,5781378,-0.24,0.10,0.13,-51.19,-73.56,234.62,2.87,6.06,2.56,-0.52,0.00,0.35,139.50,-42.75,207.75,-5.37,1.00,-3.69,2,10
1772726892.068650,5781418,-0.40,-0.09,-0.05,-52.25,-73.69,234.62,0.81,11.19,0.56,-0.57,0.05,0.32,139.69,-42.63,207.50,-10.94,3.81,-8.31,2,10
