host_time_s,t_ms,ax1,ay1,az1,roll1,pitch1,yaw1,gx1,gy1,gz1,ax2,ay2,az2,roll2,pitch2,yaw2,gx2,gy2,gz2,emg1,emg2
1772475893.540793,1984297,-0.43,0.31,0.22,-11.00,-64.31,92.94,-18.94,-4.50,8.81,-0.03,-0.21,-0.06,1.00,-78.19,266.81,-1.06,3.37,3.69,3,7
1772475893.541286,1984336,-0.17,0.23,0.28,-11.06,-64.19,92.19,-15.38,-0.62,8.38,-0.04,0.15,-0.18,0.37,-78.37,266.56,-3.25,5.44,3.81,2,6
1772475893.541891,1984378,-0.22,0.35,0.40,-11.19,-64.06,91.62,-11.44,-0.50,7.69,-0.03,0.04,-0.05,0.25,-78.44,266.50,-0.62,-0.88,0.00,2,5
1772475893.542406,1984418,-0.37,0.22,0.32,-11.69,-63.94,91.00,-4.69,1.69,6.44,0.03,0.01,-0.05,0.31,-78.37,266.50,-0.69,-1.19,-0.31,2,5
1772475893.542803,1984458,-0.46,0.19,0.20,-12.19,-64.00,90.69,-0.31,6.12,5.44,0.06,0.00,-0.06,0.37,-78.37,266.44,-0.37,-1.37,-1.06,2,5
1772475893.543180,1984499,-0.09,0.16,0.11,-12.94,-64.25,90.37,3.19,8.25,6.44,-0.03,-0.06,0.04,0.56,-78.31,266.50,0.56,-0.19,-1.12,2,5
1772475893.543550,1984538,-0.13,0.09,0.03,-13.81,-64.50,90.25,6.19,8.00,7.06,0.06,-0.10,-0.02,0.69,-78.37,266.50,0.25,0.81,0.00,2,5
1772475893.543915,1984579,0.10,0.01,-0.02,-14.88,-64.75,90.12,7.94,7.56,7.50,0.02,0.10,-0.07,0.69,-78.37,266.56,1.25,0.19,-1.19,2,4
1772475893.544293,1984619,0.09,-0.01,0.00,-15.88,-64.87,90.00,7.87,3.50,7.50,-0.01,0.05,-0.13,0.81,-78.37,266.62,1.75,-0.31,-1.31,2,4
1772475893.544856,1984659,0.00,-0.07,0.12,-16.75,-64.81,89.94,6.75,0.31,7.06,-0.01,0.00,-0.16,1.12,-78.37,266.81,2.56,-1.31,-2.69,3,4
1772475893.545383,1984698,-0.21,0.00,0.23,-17.50,-64.75,89.62,4.75,0.13,6.62,0.01,0.04,-0.12,1.56,-78.37,267.00,2.69,-1.44,-2.87,3,4
1772475893.545769,1984737,-0.41,0.20,0.39,-18.12,-64.69,89.56,4.69,2.87,4.50,0.00,-0.19,-0.04,1.87,-78.31,267.19,2.44,-1.19,-1.75,3,3
1772475893.546143,1984779,-0.54,0.34,0.37,-18.62,-64.81,89.56,7.50,8.56,2.00,0.05,-0.14,0.00,2.06,-78.31,267.25,0.19,-0.31,-0.19,4,3
1772475893.546533,1984820,-0.42,0.42,0.19,-19.75,-65.31,89.69,12.63,15.63,0.75,0.02,-0.11,0.05,2.00,-78.31,267.25,-1.87,1.37,2.19,4,4
1772475893.546934,1984860,0.10,0.20,-0.08,-20.94,-65.94,90.00,18.94,18.37,-0.75,0.00,0.00,-0.07,1.62,-78.37,267.06,-1.94,2.00,2.56,4,4
1772475893.547330,1984899,0.31,-0.11,-0.24,-22.19,-66.50,90.50,20.75,13.25,-0.69,-0.06,0.09,-0.12,1.25,-78.44,266.94,-2.12,2.19,2.00,4,4
1772475893.547730,1984939,0.43,-0.35,-0.27,-23.19,-66.81,91.00,17.87,3.75,0.25,0.00,0.07,-0.13,1.12,-78.50,266.87,-0.31,-0.94,-0.56,4,4
1772475893.548120,1984980,0.14,-0.41,-0.19,-23.44,-66.75,91.44,11.06,-4.62,0.00,0.09,0.09,-0.07,1.31,-78.44,266.94,2.25,-3.62,-2.69,4,4
1772475893.548489,1985020,-0.15,-0.31,0.05,-23.37,-66.56,91.69,4.00,-6.87,-1.00,0.08,-0.14,0.01,1.75,-78.31,267.12,2.25,-3.69,-3.06,4,4
1772475893.548878,1985060,-0.18,-0.21,0.09,-23.06,-66.37,91.81,-1.19,-6.25,0.37,0.00,-0.16,0.04,2.31,-78.12,267.31,2.81,-1.56,-2.56,3,5
1772475893.549301,1985099,-0.21,0.00,0.10,-22.81,-66.12,91.75,-3.75,-4.69,1.50,-0.03,-0.16,0.00,2.62,-78.12,267.50,2.75,-0.31,-1.37,3,5
1772475893.549945,1985139,-0.21,0.11,0.13,-22.62,-65.94,91.56,-4.06,-3.94,1.62,0.00,-0.07,-0.08,2.69,-78.12,267.56,2.06,-0.13,-0.44,3,5
1772475893.550439,1985181,-0.22,0.21,0.24,-22.56,-65.87,91.50,-2.56,-1.87,0.56,0.00,-0.01,-0.04,2.69,-78.12,267.62,0.75,-0.94,-0.13,2,6
1772475893.550874,1985221,-0.22,0.12,0.20,-22.50,-65.75,91.50,0.31,-1.06,-0.56,0.00,0.00,-0.04,2.62,-78.06,267.69,1.19,0.13,-0.44,2,5
1772475893.551310,1985261,-0.24,-0.02,0.15,-22.56,-65.81,91.56,3.12,1.31,-1.12,0.00,-0.04,-0.01,2.56,-78.12,267.69,-0.19,1.69,0.56,1,5
1772475893.551734,1985301,-0.13,-0.05,0.11,-22.69,-65.87,91.69,3.31,3.31,-0.50,0.02,-0.02,-0.03,2.50,-78.12,267.69,-0.31,0.69,1.25,2,5
1772475893.552157,1985342,-0.19,-0.02,0.11,-22.94,-66.00,91.75,3.50,3.62,0.19,0.03,0.01,-0.06,2.25,-78.19,267.62,-0.06,0.37,1.12,2,4
1772475893.552628,1985382,-0.25,0.23,0.19,-23.31,-66.25,91.81,6.69,7.19,0.56,0.04,-0.01,-0.04,2.12,-78.19,267.62,0.25,0.25,0.31,2,5
1772475893.553081,1985422,-0.42,0.60,0.33,-24.12,-66.50,92.12,14.19,10.88,0.50,0.03,-0.01,0.00,2.12,-78.19,267.62,0.06,0.44,0.31,2,5
1772475893.553573,1985462,-0.39,0.52,0.35,-25.44,-67.00,92.62,25.25,16.31,0.56,0.00,0.01,-0.10,2.12,-78.19,267.62,0.06,0.81,0.00,4,6
1772475893.554520,1985501,0.06,0.19,0.17,-27.56,-67.56,93.19,31.69,16.75,2.06,-0.03,0.06,-0.12,2.19,-78.25,267.62,1.69,-0.31,-1.12,5,7
1772475893.555143,1985541,0.23,-0.15,0.07,-29.62,-68.00,93.87,31.50,11.50,2.25,-0.01,0.02,-0.21,2.37,-78.19,267.75,2.75,-1.87,-2.37,6,7
1772475893.555631,1985582,0.26,-0.17,-0.05,-30.81,-68.12,94.44,26.75,4.94,-1.06,-0.01,-0.14,-0.09,2.81,-78.12,268.00,3.06,-4.25,-3.44,6,7
1772475893.556074,1985622,0.07,-0.33,-0.11,-31.75,-68.37,95.50,21.50,1.25,-4.87,0.01,-0.17,-0.02,3.19,-78.06,268.06,-3.06,0.94,1.00,6,7
1772475893.556512,1985663,-0.03,-0.31,-0.11,-31.75,-68.50,96.37,13.56,-1.12,-6.75,0.02,0.01,-0.01,3.00,-78.12,267.87,-2.37,1.37,2.69,6,7
1772475893.556935,1985702,-0.06,-0.25,0.03,-31.19,-68.69,97.00,6.75,-1.25,-8.75,0.02,0.03,-0.12,2.56,-78.19,267.69,-1.00,0.62,2.31,6,7
1772475893.557375,1985741,-0.10,-0.17,0.16,-30.62,-68.81,97.37,0.44,-1.12,-8.00,0.00,0.02,-0.10,2.25,-78.19,267.62,0.62,0.56,1.06,6,7
1772475893.557809,1985783,-0.05,-0.23,0.13,-29.81,-68.87,97.62,-4.00,-2.62,-5.37,-0.05,0.00,-0.15,2.12,-78.25,267.69,4.06,-0.75,-0.88,7,7
1772475893.558244,1985823,-0.23,-0.15,0.13,-28.69,-68.81,97.62,-8.00,-3.81,-3.37,-0.02,-0.09,-0.09,2.19,-78.19,267.87,5.44,-2.37,-1.75,7,6
1772475893.558648,1985863,-0.25,-0.10,0.14,-27.87,-68.81,97.56,-10.25,-1.00,-3.12,0.04,-0.12,-0.01,2.31,-78.12,268.12,3.19,-1.81,-0.88,5,5
1772475893.559035,1985902,-0.05,-0.14,0.06,-27.12,-68.87,97.37,-11.75,0.62,-2.87,0.02,-0.08,0.01,2.44,-78.06,268.19,1.56,-1.19,-0.69,4,4
1772475893.559407,1985942,-0.08,-0.03,0.05,-26.56,-68.94,97.19,-12.94,0.13,-3.50,0.02,-0.06,0.02,2.44,-78.06,268.19,-0.75,0.13,0.06,4,4
1772475893.559778,1985983,-0.02,0.03,0.00,-25.75,-69.00,97.00,-11.94,0.00,-3.62,0.00,0.03,-0.05,2.50,-78.06,268.12,-2.50,0.69,0.06,4,3
1772475893.560139,1986024,-0.04,0.13,0.04,-24.81,-69.00,96.75,-9.75,-1.75,-2.12,0.00,0.06,-0.08,2.62,-78.06,268.06,-2.37,-0.50,0.37,4,3
1772475893.560565,1986064,-0.09,0.14,0.08,-24.31,-68.94,96.56,-7.00,-3.31,-0.81,0.00,0.04,-0.04,2.69,-78.06,268.00,-1.25,-0.75,-0.13,3,3
1772475893.561056,1986104,-0.07,0.13,0.09,-24.00,-68.81,96.44,-4.06,-4.06,0.25,0.03,0.05,-0.06,2.69,-78.00,267.94,-0.37,-0.62,-0.25,3,3
1772475893.561718,1986144,-0.12,0.16,0.11,-23.81,-68.62,96.37,-1.62,-4.25,0.62,0.01,0.04,-0.03,2.69,-78.00,267.94,0.62,-1.25,-0.37,2,2
1772475893.562242,1986185,-0.12,0.13,0.13,-23.69,-68.44,96.31,-0.25,-4.25,0.50,0.00,0.00,-0.01,2.69,-77.94,268.00,0.62,-1.31,-0.37,2,2
