host_time_s,t_ms,ax1,ay1,az1,gx1,gy1,gz1,yaw1,pitch1,roll1,ax2,ay2,az2,gx2,gy2,gz2,yaw2,pitch2,roll2,emg1,emg2
1771525560.240694,437881,0.29,0.03,-0.18,-97.06,-79.87,58.31,-0.13,-0.31,-0.25,-0.07,0.03,-0.15,102.06,77.50,25.31,0.00,1.19,0.00,11,14
1771525560.431515,438072,0.22,0.01,-0.02,-96.50,-79.87,58.38,0.62,-0.69,0.44,-0.05,0.04,-0.14,102.00,77.50,25.25,0.25,-0.31,-0.19,10,14
1771525560.621547,438262,0.29,0.04,-0.08,-96.69,-79.87,58.25,0.19,0.81,0.19,-0.06,0.05,-0.12,102.00,77.50,25.25,0.06,0.44,0.06,11,15
1771525560.813097,438453,0.29,0.01,-0.10,-96.87,-79.87,58.25,0.44,-0.25,-0.13,-0.06,0.02,-0.11,101.94,77.50,25.25,0.25,0.19,0.44,10,15
1771525561.003759,438644,0.26,-0.03,-0.06,-96.75,-79.87,58.31,0.19,-0.69,0.44,-0.08,0.01,-0.17,102.06,77.50,25.19,0.25,-0.50,0.19,11,16
1771525561.194481,438835,0.26,0.01,-0.11,-96.75,-79.87,58.25,-0.37,1.19,-0.50,-0.07,0.00,-0.17,101.94,77.50,25.19,-0.31,0.81,-0.13,10,14
1771525561.385261,439025,0.26,0.06,-0.08,-96.87,-79.87,58.31,-0.56,-0.19,-0.56,-0.05,0.02,-0.13,101.75,77.56,25.19,0.37,0.06,-0.25,10,15
1771525561.575168,439215,0.30,0.07,-0.09,-96.87,-79.87,58.25,-0.69,0.06,0.44,-0.05,0.10,-0.10,101.75,77.56,25.19,0.13,0.00,-0.06,11,15
1771525561.766645,439407,0.20,-0.01,-0.05,-96.94,-79.87,58.25,3.44,-2.25,-1.00,-0.10,0.05,-0.19,101.31,77.56,25.25,0.25,-1.06,0.25,11,15
1771525561.956988,439597,0.29,0.00,-0.05,-96.94,-79.94,58.38,0.56,1.19,0.44,-0.02,0.04,-0.17,101.31,77.56,25.19,-0.25,0.44,-0.31,11,14
1771525562.147617,439788,0.33,0.12,-0.16,-98.00,-79.87,58.19,-0.56,0.56,0.06,-0.05,0.07,-0.18,101.19,77.56,25.19,0.06,0.00,-0.19,10,14
1771525562.338524,439979,0.22,0.01,-0.02,-98.06,-79.81,58.25,1.06,-0.75,-0.44,-0.06,0.08,-0.14,101.06,77.56,25.19,0.25,0.44,-0.06,11,15
1771525562.528294,440169,0.28,0.04,-0.08,-98.19,-79.81,58.19,0.19,0.69,0.13,-0.05,0.04,-0.15,101.06,77.56,25.19,0.00,0.00,0.06,11,15
1771525562.720053,440360,0.27,0.00,-0.06,-98.37,-79.75,58.19,0.00,-0.69,0.13,-0.02,0.04,-0.08,101.00,77.56,25.19,0.00,0.50,-0.13,12,17
1771525562.910871,440551,0.27,-0.01,-0.01,-98.37,-79.75,58.19,0.19,-0.37,0.13,-0.09,0.05,-0.16,101.12,77.56,25.12,0.31,-0.19,0.00,12,17
1771525563.101459,440742,0.24,0.01,-0.09,-98.37,-79.69,58.06,-1.25,0.56,0.37,-0.08,-0.06,-0.18,101.37,77.56,25.12,0.00,-0.19,0.19,12,17
1771525563.292191,440932,0.23,0.00,-0.03,-98.44,-79.69,58.19,-1.25,-0.56,-0.81,-0.07,0.04,-0.15,101.31,77.56,25.12,0.44,0.56,-0.13,11,16
1771525563.481910,441122,0.28,0.04,-0.05,-98.87,-79.75,58.19,-0.94,1.19,0.19,-0.06,0.07,-0.14,101.31,77.56,25.12,0.06,0.50,-0.19,11,16
1771525563.673601,441314,0.26,0.03,-0.04,-99.19,-79.69,58.13,0.50,0.25,-0.13,-0.08,0.05,-0.17,101.31,77.56,25.12,-0.06,0.37,0.25,11,16
1771525563.864147,441505,0.33,0.02,-0.08,-99.44,-79.69,58.25,0.69,0.19,-0.37,-0.09,0.04,-0.19,101.44,77.50,25.12,1.44,-1.25,0.37,11,16
1771525564.055042,441695,0.20,-0.02,-0.02,-99.31,-79.62,58.25,0.75,-0.19,0.31,-0.10,0.04,-0.15,101.37,77.50,25.06,0.31,-0.19,0.13,11,16
1771525564.245886,441886,0.27,-0.02,-0.07,-99.44,-79.62,58.25,-0.06,0.13,-0.19,-0.08,-0.02,-0.22,101.37,77.50,25.06,0.06,-0.44,0.19,10,15
1771525564.434638,442075,0.29,-0.05,-0.02,-99.19,-79.69,58.25,-2.25,0.50,0.50,-0.07,0.04,-0.17,101.69,77.56,25.06,0.13,0.75,0.13,11,16
1771525564.626926,442267,0.27,-0.17,0.00,-99.19,-79.69,58.31,2.50,-0.88,-0.50,-0.02,0.02,-0.12,101.50,77.62,25.12,0.06,1.06,0.06,10,15
1771525564.817843,442458,0.30,-0.10,0.00,-99.37,-79.62,58.31,1.25,-0.13,0.13,-0.08,0.04,-0.14,101.94,77.56,25.06,0.81,0.06,-0.06,10,15
1771525565.008726,442649,0.27,-0.01,-0.07,-99.50,-79.56,58.13,-0.37,0.88,-0.25,-0.08,0.01,-0.18,102.25,77.56,25.00,0.31,0.31,0.19,10,15
1771525565.199463,442840,0.28,0.00,-0.03,-100.00,-79.50,58.06,-0.31,-0.25,-0.69,-0.07,0.03,-0.10,102.37,77.56,25.06,0.06,1.00,-0.31,11,16
1771525565.389194,443030,0.29,0.00,-0.04,-100.25,-79.50,58.13,-0.88,0.44,0.25,-0.05,0.01,-0.11,102.56,77.56,25.06,0.25,-0.06,-0.19,10,15
1771525565.580854,443221,0.26,-0.01,-0.06,-100.31,-79.50,58.06,-0.19,0.00,0.13,-0.05,0.05,-0.12,102.56,77.56,25.06,0.25,0.31,-0.13,10,16
1771525565.771642,443412,0.27,-0.01,-0.02,-100.19,-79.50,58.06,0.25,-0.88,-0.50,-0.09,0.07,-0.12,102.87,77.56,25.00,0.19,0.13,0.25,10,14
1771525565.962451,443603,0.31,0.07,-0.10,-99.75,-79.56,58.06,2.31,-1.50,-1.31,-0.08,0.05,-0.07,102.94,77.50,25.00,-1.31,1.37,-0.19,10,15
1771525566.153016,443793,0.29,0.00,-0.04,-99.37,-79.62,58.25,0.50,0.81,0.13,-0.05,0.02,-0.14,103.00,77.50,25.00,0.06,-0.56,-0.13,10,15
1771525566.342882,443983,0.32,0.00,-0.04,-99.75,-79.56,58.19,-1.44,1.06,1.19,-0.07,0.05,-0.10,103.06,77.50,25.00,0.44,0.50,-0.25,10,15
1771525566.534461,444175,0.29,0.00,-0.10,-99.69,-79.50,58.06,0.13,-0.06,-0.25,-0.08,0.03,-0.14,102.94,77.50,25.00,0.06,0.00,0.25,11,16
1771525566.725242,444366,0.32,0.01,-0.11,-99.75,-79.50,58.13,0.13,0.06,0.19,-0.06,0.08,-0.13,103.00,77.50,25.00,0.56,0.13,-0.06,11,16
1771525566.916079,444556,0.20,0.00,-0.09,-99.44,-79.56,58.13,0.75,-0.25,0.19,-0.07,0.05,-0.04,102.81,77.50,24.94,0.13,0.00,0.00,11,17
1771525567.106887,444747,0.25,-0.03,-0.06,-99.31,-79.56,58.13,0.13,-0.50,0.00,-0.06,0.01,-0.14,102.69,77.50,24.94,0.31,0.13,-0.06,11,16
1771525567.295221,444936,0.25,-0.02,-0.06,-99.19,-79.56,58.13,-1.56,1.06,0.44,-0.08,0.01,-0.11,102.62,77.50,24.94,-0.13,2.19,-0.37,12,17
1771525567.487402,445128,0.25,-0.02,-0.07,-99.19,-79.56,58.13,-0.75,0.25,-0.06,-0.06,0.04,-0.07,102.31,77.56,24.87,0.06,0.94,0.13,11,15
1771525567.678770,445319,0.26,-0.08,-0.05,-99.25,-79.56,58.13,0.31,-0.69,-0.50,-0.07,0.05,-0.16,102.31,77.56,24.87,0.44,-0.56,0.37,11,17
1771525567.869778,445510,0.21,-0.01,-0.08,-99.19,-79.56,58.13,-0.37,0.62,-0.25,-0.07,0.01,-0.13,102.31,77.56,24.87,0.31,0.31,0.19,11,15
1771525568.060633,445701,0.27,-0.01,-0.05,-99.31,-79.62,58.19,-0.37,-0.13,-0.81,-0.05,0.05,-0.11,102.19,77.56,24.87,0.13,0.50,-0.13,11,16
1771525568.249917,445890,0.32,0.02,-0.10,-99.44,-79.62,58.19,-0.50,0.44,0.25,-0.08,0.02,-0.09,102.19,77.56,24.81,0.37,0.13,-0.25,11,15
1771525568.441557,446082,0.30,0.00,-0.09,-99.44,-79.62,58.19,0.50,-0.19,-0.19,-0.08,0.05,-0.07,102.19,77.56,24.81,0.06,0.19,-0.06,11,15
1771525568.632873,446273,0.25,-0.04,-0.03,-99.31,-79.62,58.19,0.56,-0.94,-0.06,-0.06,0.08,-0.12,102.56,77.56,24.81,-0.06,-0.37,0.50,11,16
1771525568.823686,446464,0.25,-0.01,-0.03,-99.12,-79.75,58.31,3.25,-1.19,-1.44,-0.09,0.03,-0.13,102.62,77.50,24.69,0.06,-0.75,0.75,12,16
1771525569.012077,446652,0.25,0.48,-0.05,-100.62,-79.94,59.25,11.50,1.50,-6.62,-0.08,0.06,-0.22,102.69,77.50,24.62,-0.69,-1.37,-0.50,13,18
1771525569.200283,446841,0.28,-0.12,-0.09,-107.87,-81.50,64.00,13.13,0.94,-11.25,-0.08,0.04,-0.14,102.94,77.44,24.62,-0.88,0.00,1.12,14,19
1771525569.391538,447032,0.28,-0.30,-0.15,-174.12,-83.37,68.12,6.56,0.13,-8.06,-0.06,-0.01,-0.10,103.19,77.19,24.62,-1.37,0.31,1.31,15,21
1771525569.581991,447222,0.21,-0.19,-0.01,-175.00,-84.12,69.56,1.25,-1.56,-0.94,-0.10,0.02,-0.11,103.44,77.12,24.56,1.19,0.06,-0.25,15,20
1771525569.772428,447413,0.22,-0.02,-0.06,-174.81,-84.00,69.12,-2.19,1.62,2.12,-0.08,0.06,-0.13,103.62,77.12,24.50,0.13,-0.25,-0.25,15,20
1771525569.960657,447601,0.27,0.03,-0.11,-174.37,-83.44,68.12,-2.87,0.94,1.81,-0.07,0.05,-0.11,103.75,77.12,24.50,0.00,0.50,-0.06,14,19
1771525570.150610,447791,0.26,0.13,-0.07,-174.25,-83.25,67.62,-1.06,0.62,-0.75,-0.08,0.03,-0.12,103.62,77.19,24.56,1.44,-1.69,-0.25,15,20
1771525570.341265,447982,0.20,0.10,-0.01,-174.50,-83.50,68.37,2.94,0.88,-3.62,-0.09,0.05,-0.10,103.31,77.19,24.56,0.19,0.13,-0.31,14,19
1771525570.532345,448173,0.29,-0.20,-0.05,-175.56,-84.06,70.37,3.00,0.25,-4.25,-0.07,0.05,-0.08,103.19,77.19,24.50,-0.50,0.75,0.50,13,17
1771525570.723783,448364,0.27,-0.05,-0.06,-175.69,-84.00,70.37,-1.62,2.12,0.31,-0.04,0.02,-0.11,102.87,77.19,24.50,-0.31,-0.37,-0.13,12,16
1771525570.913105,448553,0.23,-0.08,-0.05,-175.62,-83.75,70.12,-2.31,1.12,0.75,-0.03,0.09,-0.08,102.81,77.19,24.44,0.44,0.31,-0.56,11,14
1771525571.103320,448744,0.27,0.03,-0.07,-134.06,-83.06,68.81,-4.75,2.62,3.62,-0.05,0.04,-0.11,102.81,77.19,24.44,0.37,-0.06,-0.06,10,13
1771525571.294625,448935,0.25,-0.01,-0.08,-132.81,-82.69,67.94,-0.62,-0.19,0.56,-0.04,0.09,-0.09,102.75,77.19,24.44,0.25,0.25,0.06,9,12
1771525571.486130,449126,0.27,-0.07,-0.04,-132.12,-82.69,67.75,-0.06,-1.25,0.62,-0.08,0.05,-0.13,103.31,77.12,24.37,-0.06,-0.88,0.62,9,12
1771525571.677171,449317,0.17,-0.09,-0.03,-130.94,-82.75,67.62,1.81,-0.75,-0.13,-0.06,0.05,-0.09,103.19,77.12,24.37,0.13,-0.69,0.25,10,13
1771525571.868063,449508,0.27,-0.03,-0.05,-131.06,-82.75,67.69,0.31,0.25,-0.25,-0.07,0.05,-0.12,103.25,77.12,24.37,0.44,0.00,-0.19,11,14
1771525572.057523,449698,0.25,0.04,-0.07,-130.56,-82.69,67.50,-2.00,0.37,0.81,-0.05,0.05,-0.08,103.25,77.12,24.37,0.56,0.25,-0.06,10,13
1771525572.248886,449890,0.28,0.01,-0.08,-130.19,-82.62,67.37,0.25,0.25,-0.13,-0.05,0.05,-0.10,103.25,77.12,24.37,0.44,0.31,0.13,10,14
1771525572.439975,450080,0.27,-0.07,-0.13,-130.06,-82.62,67.37,0.19,-1.25,0.00,-0.05,0.04,-0.12,103.37,77.12,24.31,0.19,0.31,0.06,11,14
1771525572.630887,450271,0.27,-0.03,-0.05,-128.75,-82.69,67.19,-0.19,-0.25,0.00,-0.06,0.03,-0.14,103.25,77.12,24.25,0.19,0.50,-0.31,10,15
1771525572.821590,450462,0.27,0.04,-0.05,-128.44,-82.69,67.12,-1.00,0.69,-0.75,-0.05,0.10,-0.08,103.12,77.12,24.25,0.06,-0.75,0.31,11,14
1771525573.011328,450652,0.23,-0.03,-0.03,-128.87,-82.75,67.25,1.37,-0.88,-0.62,-0.08,0.04,-0.09,102.75,77.19,24.31,-0.25,-0.31,0.37,11,15
1771525573.202889,450843,0.24,-0.04,-0.08,-129.19,-82.75,67.25,1.31,0.69,0.25,-0.07,0.10,-0.13,102.56,77.25,24.31,0.69,-0.25,-0.19,11,14
1771525573.393720,451034,0.26,0.01,-0.07,-129.25,-82.75,67.25,-0.25,-0.06,0.75,-0.06,0.06,-0.13,102.62,77.19,24.25,0.00,0.37,-0.19,11,15
1771525573.584291,451225,0.31,0.07,-0.13,-129.12,-82.75,67.12,-0.50,0.69,-0.31,-0.03,0.08,-0.13,102.50,77.25,24.25,0.06,-0.50,0.25,12,15
1771525573.774982,451415,0.29,0.03,-0.07,-129.37,-82.75,67.19,0.37,0.00,-0.25,-0.05,0.06,-0.10,102.44,77.25,24.25,0.31,0.50,-0.13,11,15
1771525573.965425,451606,0.28,0.03,-0.12,-129.87,-82.69,67.19,-1.06,0.62,0.56,-0.05,0.07,-0.09,102.37,77.25,24.25,0.31,0.19,-0.19,12,16
1771525574.156487,451797,0.26,0.03,-0.08,-129.81,-82.69,67.12,0.00,-0.94,0.06,-0.05,0.07,-0.09,102.37,77.25,24.25,0.00,0.62,0.06,11,15
1771525574.347259,451988,0.30,0.02,-0.10,-129.69,-82.75,67.12,0.94,-1.12,-1.00,-0.11,0.08,-0.17,102.56,77.19,24.19,1.06,-2.31,0.31,11,15
1771525574.537856,452178,0.33,0.06,-0.09,-129.06,-82.69,67.00,-0.06,-0.50,0.37,-0.03,0.05,-0.10,102.62,77.19,24.19,-0.31,0.56,0.06,11,15
1771525574.728610,452369,0.27,0.05,-0.05,-128.50,-82.69,67.00,-0.94,-0.31,0.06,-0.03,0.07,-0.11,102.69,77.19,24.19,0.62,0.19,-0.25,11,16
1771525574.919123,452560,0.26,0.09,-0.06,-128.81,-82.62,66.94,-0.62,0.75,0.44,-0.06,0.06,-0.11,102.69,77.19,24.19,-0.13,0.31,-0.19,11,15
1771525575.110146,452751,0.25,0.02,-0.04,-128.87,-82.56,66.87,0.19,-0.81,0.06,-0.05,0.05,-0.15,102.69,77.19,24.19,0.19,0.06,0.19,11,16
1771525575.300805,452941,0.28,0.06,-0.10,-128.62,-82.56,66.87,0.25,-0.37,0.06,-0.09,0.09,-0.13,102.81,77.19,24.12,1.37,-1.06,0.31,11,15
1771525575.491511,453132,0.19,0.07,-0.02,-127.75,-82.62,66.69,0.75,-0.37,0.62,-0.05,0.05,-0.09,102.69,77.19,24.06,0.19,-0.56,0.31,11,15
1771525575.682500,453323,0.22,-0.01,-0.03,-127.62,-82.62,66.75,-0.44,-0.13,-0.19,-0.03,0.03,-0.16,102.69,77.19,24.06,-0.25,1.56,-0.31,11,15
1771525575.872277,453513,0.27,-0.02,-0.05,-127.87,-82.69,66.94,-0.88,1.12,0.19,-0.05,0.05,-0.13,102.31,77.25,24.06,0.75,0.31,-0.13,11,15
1771525576.063620,453704,0.23,0.05,-0.05,-128.19,-82.69,66.81,-0.31,0.88,-0.31,-0.06,0.09,-0.16,102.00,77.25,24.06,0.13,0.13,0.00,12,16
1771525576.254573,453895,0.29,0.11,-0.11,-128.37,-82.62,66.81,0.25,0.13,-0.25,-0.08,0.09,-0.17,101.94,77.25,24.06,0.81,-1.12,0.31,11,16
1771525576.445255,454086,0.21,0.04,-0.07,-128.31,-82.69,66.81,0.25,-0.19,0.37,-0.05,0.04,-0.15,101.81,77.25,24.00,0.31,0.13,-0.06,12,16
1771525576.636186,454277,0.24,0.03,-0.01,-128.19,-82.69,66.81,-0.37,0.06,-0.19,-0.06,0.06,-0.19,101.69,77.25,24.00,0.37,-0.37,0.00,12,15
1771525576.826632,454467,0.29,0.02,-0.08,-128.12,-82.69,66.81,-0.88,0.44,0.37,-0.06,0.07,-0.12,101.69,77.25,24.00,0.44,0.13,-0.13,12,16
1771525577.017350,454658,0.28,0.03,-0.11,-128.12,-82.69,66.75,0.19,0.00,-0.25,-0.05,0.09,-0.13,101.62,77.25,24.00,0.06,0.19,0.00,11,14
1771525577.208592,454849,0.31,0.10,-0.15,-128.19,-82.69,66.69,-0.31,-0.44,-0.94,-0.06,0.08,-0.22,101.75,77.25,24.00,0.94,-1.06,-0.13,11,15
1771525577.398772,455039,0.24,0.07,-0.02,-127.69,-82.75,66.81,-2.06,-0.06,0.56,-0.04,0.04,-0.11,101.50,77.25,23.94,0.44,0.37,-0.06,11,15
1771525577.589321,455230,0.27,0.05,-0.08,-127.87,-82.62,66.62,0.37,-0.19,0.94,-0.06,0.05,-0.10,101.62,77.25,23.94,0.19,0.31,0.19,10,14
1771525577.780347,455421,0.23,-0.03,-0.02,-127.94,-82.56,66.62,0.88,-0.69,0.19,-0.05,0.08,-0.15,101.87,77.25,23.94,-0.13,-0.13,0.19,11,15
1771525577.970927,455612,0.29,0.02,-0.08,-127.94,-82.50,66.62,0.37,-0.06,0.06,-0.05,0.08,-0.13,102.31,77.25,24.00,0.06,0.37,0.25,11,14
1771525578.161801,455802,0.23,0.00,-0.08,-128.00,-82.50,66.56,-0.19,-0.25,0.06,-0.06,0.03,-0.12,102.62,77.25,24.00,0.50,0.25,-0.06,11,15
1771525578.352512,455993,0.26,0.02,-0.01,-127.56,-82.50,66.56,-1.12,-0.62,0.25,-0.04,0.07,-0.15,103.19,77.25,23.94,-0.19,0.37,0.00,11,16
1771525578.541198,456182,0.27,0.11,-0.07,-127.06,-82.50,66.37,-1.56,0.88,0.37,-0.06,0.04,-0.11,103.62,77.19,23.87,-0.81,0.13,1.25,12,17
1771525578.732266,456373,0.17,-0.22,0.03,-127.31,-82.69,66.87,3.50,-1.56,-0.75,-0.07,0.02,-0.06,103.31,77.19,23.87,1.00,-0.75,-0.06,12,17
1771525578.924201,456565,0.22,-0.09,-0.02,-128.37,-82.69,67.00,0.69,0.88,0.00,-0.04,0.07,-0.07,102.94,77.31,23.94,0.75,0.50,-0.94,12,17
1771525579.115249,456756,0.28,0.08,-0.06,-129.00,-82.44,66.69,-0.94,1.25,0.00,-0.03,0.04,-0.11,102.69,77.31,23.94,-0.06,-1.31,0.31,12,15
1771525579.305973,456947,0.26,0.02,-0.01,-129.25,-82.37,66.56,-0.75,-0.19,-0.37,-0.02,0.07,-0.08,102.75,77.31,23.87,0.19,0.50,0.06,12,16
1771525579.496744,457137,0.26,-0.01,-0.02,-129.37,-82.37,66.56,0.81,-0.56,-0.31,-0.06,0.06,-0.08,102.56,77.31,23.87,-0.13,0.75,0.06,12,16
1771525579.687552,457328,0.18,-0.03,0.03,-129.25,-82.44,66.62,0.75,-0.31,0.50,-0.06,0.08,-0.12,102.50,77.31,23.87,0.56,-0.25,-0.06,11,15
1771525579.878343,457519,0.25,0.05,-0.03,-129.37,-82.37,66.56,-0.06,0.13,0.13,-0.06,0.09,-0.14,102.56,77.31,23.87,0.37,-0.94,0.62,12,16
1771525580.069016,457710,0.17,-0.07,0.00,-129.25,-82.44,66.69,1.94,-1.44,0.13,-0.03,0.08,-0.10,102.31,77.31,23.87,0.06,-0.56,0.00,11,15
1771525580.259560,457900,0.22,0.07,-0.01,-128.56,-82.50,66.56,0.62,0.56,0.75,-0.03,0.09,-0.07,102.31,77.31,23.81,1.06,0.81,-0.37,11,15
1771525580.450330,458091,0.22,0.06,-0.06,-128.69,-82.44,66.50,0.62,-0.50,0.69,-0.05,0.07,-0.12,102.31,77.31,23.75,-0.25,-0.50,0.19,10,14
1771525580.641466,458282,0.21,-0.03,-0.01,-129.00,-82.44,66.62,-0.56,0.13,0.13,-0.08,0.06,-0.11,102.37,77.31,23.75,0.37,-0.06,-0.06,11,14
1771525580.831729,458472,0.28,0.05,-0.06,-128.81,-82.44,66.50,0.56,0.31,-0.31,-0.06,0.07,-0.15,102.37,77.31,23.75,0.13,0.37,-0.13,11,15
1771525581.022642,458663,0.29,0.03,-0.08,-128.75,-82.44,66.50,-0.19,-0.44,0.62,-0.02,0.10,-0.12,102.50,77.31,23.75,0.00,0.69,-0.19,11,16
1771525581.213055,458854,0.23,0.13,-0.04,-127.81,-82.50,66.50,0.31,-0.81,0.69,-0.06,0.10,-0.06,102.50,77.31,23.69,0.75,0.62,0.06,10,15
1771525581.403957,459045,0.26,0.02,-0.04,-127.81,-82.50,66.44,0.25,-0.50,0.00,-0.08,-0.02,-0.11,102.44,77.31,23.62,0.31,0.81,-0.06,10,15
1771525581.594302,459235,0.23,0.02,-0.03,-127.37,-82.56,66.56,-0.88,0.56,0.50,-0.07,0.05,-0.16,102.19,77.31,23.56,0.88,0.19,-0.44,11,16
1771525581.785189,459426,0.23,0.06,-0.06,-127.69,-82.50,66.44,-0.75,-0.19,0.19,-0.05,0.05,-0.14,102.00,77.37,23.62,0.00,0.69,-0.19,10,15
1771525581.976008,459617,0.25,0.02,-0.05,-127.56,-82.50,66.37,0.44,-1.37,-0.81,-0.07,0.05,-0.14,101.81,77.37,23.56,0.69,0.00,0.25,11,15
1771525582.166836,459807,0.23,0.02,-0.04,-127.25,-82.56,66.37,0.13,0.81,-0.19,-0.10,0.02,-0.19,101.69,77.37,23.56,0.50,-0.25,0.25,11,15
1771525582.357317,459998,0.27,0.07,-0.07,-127.69,-82.56,66.37,-0.25,0.25,-0.50,-0.06,0.08,-0.15,101.56,77.37,23.56,0.25,0.88,-0.06,11,15
1771525582.548228,460189,0.28,0.10,-0.04,-127.81,-82.56,66.44,-0.94,0.25,0.31,-0.05,0.06,-0.14,101.56,77.37,23.56,0.37,0.31,-0.13,11,15
1771525582.739022,460380,0.26,0.01,-0.04,-127.81,-82.56,66.44,0.37,0.00,-0.25,-0.06,0.07,-0.17,101.87,77.31,23.56,-0.25,1.00,0.75,11,16
1771525582.929503,460570,0.24,-0.17,0.02,-127.69,-82.69,66.62,2.69,-1.69,0.75,-0.07,0.05,-0.14,102.00,77.37,23.56,1.06,-0.94,0.44,11,15
1771525583.120499,460761,0.21,-0.03,-0.02,-127.44,-82.62,66.50,-0.06,1.56,0.06,-0.02,0.09,-0.12,102.06,77.37,23.56,-0.19,1.00,-0.37,11,15
1771525583.310930,460952,0.29,0.07,-0.09,-128.06,-82.50,66.37,-0.62,0.25,-0.50,-0.06,0.07,-0.10,102.25,77.37,23.62,0.37,0.00,-0.13,11,16
1771525583.502077,461143,0.25,0.11,-0.06,-128.12,-82.44,66.31,-0.25,-0.31,0.37,-0.05,0.05,-0.09,102.50,77.37,23.62,-0.25,-0.25,0.13,11,15
1771525583.692567,461333,0.24,0.02,-0.03,-127.94,-82.44,66.25,0.19,-0.69,-0.13,-0.07,0.05,-0.12,102.94,77.37,23.62,0.19,-0.06,0.06,11,16
1771525583.883386,461524,0.28,0.08,-0.07,-127.62,-82.44,66.25,-0.06,-0.25,-0.06,-0.08,0.03,-0.15,103.25,77.37,23.62,0.94,-1.12,0.19,10,15
1771525584.073556,461714,0.23,0.04,-0.05,-127.25,-82.37,66.12,0.44,-0.37,0.62,-0.07,0.01,-0.10,103.25,77.37,23.56,0.62,-0.31,0.25,11,15
1771525584.264730,461905,0.30,0.11,-0.09,-126.75,-82.44,66.06,-0.81,-0.19,-0.69,-0.06,0.04,-0.11,103.06,77.31,23.50,0.06,0.81,-0.37,11,15
1771525584.454739,462096,0.21,0.02,0.02,-126.06,-82.56,66.31,-2.50,0.62,-0.19,-0.06,0.04,-0.12,103.06,77.31,23.44,0.37,0.19,-0.25,11,15
1771525584.645736,462287,0.24,0.06,-0.07,-127.12,-82.44,66.19,-0.88,1.37,0.00,-0.07,0.03,-0.13,103.06,77.31,23.44,0.50,0.56,-0.19,10,14
1771525584.836599,462477,0.30,0.09,-0.09,-127.62,-82.44,66.19,0.69,0.00,-0.25,-0.10,0.04,-0.14,102.87,77.31,23.44,0.62,-0.37,0.06,11,16
1771525585.027189,462668,0.21,0.03,-0.01,-127.44,-82.44,66.19,0.50,-0.31,0.31,-0.06,0.04,-0.08,102.69,77.37,23.44,0.19,-0.44,0.19,11,15
1771525585.217574,462859,0.24,0.00,-0.02,-127.75,-82.44,66.19,0.50,0.06,0.19,-0.07,0.04,-0.13,102.50,77.37,23.44,0.44,0.13,0.00,10,15
1771525585.408524,463049,0.24,0.06,0.00,-127.75,-82.44,66.19,-1.06,0.25,0.37,-0.07,0.05,-0.11,102.50,77.37,23.44,0.37,0.19,0.00,11,16
1771525585.599373,463240,0.32,0.14,-0.08,-127.87,-82.44,66.19,0.31,-0.19,-1.00,-0.06,0.12,-0.12,102.19,77.37,23.44,0.75,-0.69,0.13,10,15
1771525585.790132,463431,0.21,0.11,-0.06,-128.00,-82.50,66.31,-0.19,-0.75,-0.69,-0.08,0.06,-0.15,102.31,77.37,23.37,0.06,0.81,-0.13,11,15
1771525585.980565,463621,0.24,0.08,-0.06,-127.81,-82.50,66.25,-0.13,0.44,0.56,-0.09,0.01,-0.12,102.00,77.37,23.37,0.69,-0.62,0.25,11,15
1771525586.171226,463812,0.27,0.03,-0.03,-128.19,-82.50,66.31,0.00,0.31,-0.50,-0.07,0.07,-0.14,101.87,77.37,23.37,-0.13,0.19,-0.06,11,16
1771525586.362190,464003,0.28,0.10,-0.05,-128.37,-82.50,66.31,-1.06,0.50,0.19,-0.07,0.06,-0.10,101.81,77.37,23.37,0.00,-0.31,-0.06,11,15
1771525586.552785,464194,0.29,0.06,-0.06,-128.37,-82.50,66.31,0.81,0.00,-0.06,-0.05,0.07,-0.17,101.81,77.37,23.31,0.00,-0.19,0.31,12,16
1771525586.743405,464384,0.23,0.09,-0.07,-127.87,-82.56,66.37,-0.37,-0.31,0.37,-0.02,0.08,-0.17,102.06,77.37,23.31,0.06,-0.31,-0.13,12,15
1771525586.934178,464575,0.21,0.13,-0.05,-127.37,-82.56,66.25,-0.50,-0.69,0.50,-0.10,0.02,-0.17,102.25,77.37,23.31,0.50,-0.88,0.37,12,16
1771525587.124210,464765,0.23,0.04,-0.02,-127.00,-82.62,66.31,1.94,-0.62,1.06,-0.06,0.00,-0.15,102.12,77.37,23.31,0.25,0.31,0.13,12,16
1771525587.315387,464956,0.22,0.00,-0.04,-127.00,-82.69,66.44,0.31,0.62,0.06,-0.07,0.07,-0.20,102.00,77.37,23.31,0.31,-0.13,0.13,12,15
1771525587.506163,465147,0.27,0.10,-0.08,-127.87,-82.56,66.31,-0.13,0.44,-0.37,-0.06,0.05,-0.16,102.00,77.37,23.31,0.06,0.19,0.13,12,16
1771525587.696901,465338,0.29,0.01,-0.08,-128.06,-82.56,66.31,0.44,0.50,-0.06,-0.08,0.06,-0.24,102.00,77.37,23.31,0.06,-0.75,0.00,11,15
1771525587.887527,465528,0.23,0.14,-0.08,-127.19,-82.56,66.19,-0.13,-0.69,0.37,-0.05,0.05,-0.15,101.81,77.37,23.25,0.56,0.44,-0.19,11,15
