host_time_s,t_ms,ax1,ay1,az1,roll1,pitch1,yaw1,gx1,gy1,gz1,ax2,ay2,az2,roll2,pitch2,yaw2,gx2,gy2,gz2,emg1,emg2
1772477035.982334,3126764,-0.39,0.54,0.54,-15.00,-75.56,95.31,22.81,17.69,-4.56,0.02,-0.15,-0.11,-3.87,-62.44,244.06,14.31,-5.12,-9.94,4,8
1772477035.983199,3126805,-0.26,0.42,0.32,-16.62,-76.31,96.12,30.31,26.25,-4.44,-0.09,-0.17,-0.06,-3.75,-62.31,244.75,13.06,-4.00,-6.75,4,8
1772477035.984410,3126845,-0.07,0.09,0.12,-18.25,-77.37,97.25,30.81,25.69,-7.56,0.00,-0.22,-0.01,-3.75,-62.19,245.19,9.69,-3.25,-2.50,3,8
1772477035.986650,3126884,-0.12,-0.03,0.04,-19.37,-78.37,98.56,28.37,23.12,-10.06,0.06,-0.04,0.30,-3.81,-62.00,245.44,5.44,-5.06,-2.44,3,8
1772477035.987308,3126923,-0.36,-0.03,0.03,-18.94,-79.37,99.94,25.12,21.44,-18.62,0.23,0.05,0.10,-3.81,-62.00,245.62,1.44,4.19,0.19,2,8
1772477035.987857,3126965,-0.19,0.00,-0.10,-16.00,-80.37,101.69,21.87,19.69,-29.06,0.16,-0.02,0.33,-3.69,-61.94,245.56,-5.06,-2.62,0.50,1,8
1772477035.988537,3127005,0.35,-0.38,-0.43,-10.69,-81.56,103.62,22.12,24.00,-30.75,0.06,0.08,0.16,-3.56,-61.81,245.44,-2.56,1.56,0.56,1,8
1772477035.989114,3127046,0.70,-0.61,-0.76,-4.25,-82.50,105.44,20.19,15.19,-24.87,0.07,0.18,-0.04,-3.75,-62.13,245.50,3.44,13.63,1.81,1,8
1772477035.989639,3127085,0.52,-0.64,-1.05,1.44,-82.87,107.00,19.25,5.56,-18.25,-0.08,0.02,0.00,-3.87,-62.50,245.69,5.00,8.88,-3.37,2,7
1772477035.989948,3127124,0.62,-0.72,-0.49,3.94,-82.87,108.06,21.06,-4.25,-6.00,0.06,-0.12,-0.08,-3.81,-62.75,245.81,-1.94,6.25,-0.25,3,7
1772477035.990235,3127165,0.22,-0.45,0.19,2.62,-82.31,108.81,18.62,-17.56,5.44,0.01,0.00,-0.07,-3.62,-62.88,245.62,-7.44,-2.69,0.13,3,6
1772477035.990513,3127206,-0.55,-0.34,0.56,-1.44,-81.50,108.94,14.81,-22.87,17.62,0.05,-0.04,-0.12,-3.50,-62.88,245.37,-4.37,3.19,2.37,4,6
1772477035.990784,3127247,-0.60,-0.10,0.57,-6.37,-80.62,108.75,12.44,-15.69,21.31,0.06,0.00,0.00,-3.56,-62.94,245.31,-1.12,1.31,1.06,4,6
1772477035.991089,3127285,-0.37,0.08,0.46,-10.94,-80.00,108.31,10.69,-10.38,19.81,0.10,-0.10,0.00,-3.56,-62.94,245.37,2.44,0.56,-1.06,4,7
1772477035.991618,3127324,-0.46,0.02,0.31,-14.50,-79.56,108.00,7.94,-4.44,14.63,0.05,0.00,0.01,-3.62,-63.00,245.44,2.06,2.25,-0.75,4,8
1772477035.992181,3127366,-0.18,0.07,0.11,-17.06,-79.44,107.75,3.62,0.37,10.13,-0.05,0.00,0.03,-3.69,-63.19,245.56,3.25,3.94,-1.69,5,8
1772477035.992627,3127407,-0.05,0.04,0.06,-18.37,-79.31,107.44,1.37,-2.50,2.37,0.04,-0.11,-0.01,-3.56,-63.38,245.69,0.00,5.94,-3.12,6,9
1772477035.993067,3127447,-0.22,0.00,0.12,-18.37,-79.19,107.44,0.56,-5.37,-0.31,0.12,-0.13,0.10,-3.12,-63.63,245.75,-5.94,7.69,-2.56,6,9
1772477035.993509,3127486,-0.37,-0.12,0.09,-17.75,-79.00,107.50,1.12,-2.56,-3.44,0.09,-0.05,0.10,-2.75,-64.00,245.50,-13.06,11.63,1.69,5,9
1772477035.993949,3127525,-0.05,-0.37,-0.05,-16.75,-79.19,107.81,3.25,3.50,-5.81,0.09,0.11,-0.19,-2.50,-64.50,244.94,-16.94,12.75,4.94,5,9
1772477035.994383,3127567,0.16,-0.27,-0.02,-16.44,-79.31,108.06,0.25,1.87,-0.06,-0.01,0.20,-0.03,-2.37,-64.81,244.50,-9.81,6.37,3.75,5,9
1772477035.994734,3127608,-0.29,0.08,0.11,-17.12,-79.19,107.87,-0.25,-3.31,6.87,-0.08,0.17,0.15,-2.31,-64.94,244.25,-4.37,3.12,-1.31,4,9
1772477035.995094,3127648,-0.30,0.14,0.21,-18.25,-79.00,107.75,5.19,-2.81,6.19,-0.06,0.02,0.04,-2.00,-65.12,244.25,-3.12,6.56,-3.19,4,9
1772477035.995360,3127687,-0.15,0.00,0.23,-19.56,-78.75,107.62,6.81,-3.87,7.50,-0.02,-0.02,-0.07,-1.50,-65.44,244.37,-1.94,9.75,-4.56,4,8
1772477035.995680,3127726,-0.16,0.11,0.20,-21.25,-78.50,107.50,7.25,-2.94,10.06,0.07,-0.03,-0.20,-1.12,-65.81,244.56,1.19,9.38,-4.75,3,7
1772477035.995946,3127768,-0.03,0.01,0.14,-23.25,-78.25,107.37,6.00,-1.00,10.81,0.07,0.03,-0.22,-0.81,-66.12,244.81,2.75,7.44,-4.87,3,6
1772477035.996224,3127808,0.36,-0.43,0.06,-25.19,-78.00,107.00,-6.56,-5.31,17.19,0.00,0.03,-0.01,-0.56,-66.37,245.06,5.37,3.56,-4.62,2,5
1772477035.996531,3127849,0.12,-0.08,-0.02,-27.00,-77.37,105.87,-21.25,-14.00,19.25,-0.05,-0.02,-0.21,-0.56,-66.62,245.44,9.81,9.56,-3.00,2,5
1772477035.996780,3127888,-0.39,0.72,0.16,-27.12,-76.56,104.56,-23.44,-16.06,9.44,-0.12,-0.07,-0.01,-0.50,-66.87,245.81,5.12,2.12,-3.94,2,5
1772477035.997103,3127927,-0.44,0.89,0.39,-25.56,-76.12,104.00,-15.00,-10.38,-3.62,-0.07,-0.15,-0.08,-0.44,-67.00,246.00,3.00,3.62,-2.19,2,5
1772477035.997366,3127968,-0.42,0.88,0.53,-24.00,-76.00,104.12,-0.62,-2.75,-6.75,-0.20,-0.35,-0.33,-0.25,-67.19,246.19,3.81,3.44,-2.31,2,6
1772477035.997607,3128009,-0.50,0.53,0.53,-23.94,-75.94,104.25,10.25,4.56,-6.44,-0.06,-0.13,-0.09,0.00,-67.31,246.50,6.00,4.81,-4.00,2,5
1772477035.997857,3128049,-0.43,0.25,0.45,-23.94,-76.25,104.94,11.56,10.44,-4.56,-0.16,0.14,-0.17,0.13,-67.50,246.81,4.56,0.37,-4.94,4,5
1772477035.998168,3128088,-0.22,0.24,0.36,-24.31,-76.75,105.44,9.88,10.69,-5.37,-0.08,-0.19,-0.30,0.31,-67.62,247.12,7.37,0.62,-2.25,4,6
1772477035.998397,3128127,-0.23,0.16,0.34,-24.56,-77.19,105.87,6.25,13.38,-6.62,0.00,-0.07,-0.16,0.25,-67.69,247.44,7.50,-0.31,-2.25,5,6
1772477035.998627,3128169,-0.09,-0.16,0.22,-24.62,-77.75,106.25,0.31,14.56,-5.25,-0.09,-0.02,-0.18,0.13,-67.75,247.75,10.75,-1.19,-1.06,5,6
1772477035.998864,3128210,-0.04,-0.33,0.02,-25.62,-78.25,106.00,-11.50,13.56,6.75,-0.02,-0.15,-0.19,-0.44,-67.75,248.12,19.56,-2.87,2.37,6,7
1772477035.999096,3128250,0.15,-0.15,-0.04,-27.44,-78.56,105.25,-16.31,9.94,7.56,-0.03,-0.10,-0.36,-1.56,-67.75,248.50,22.00,0.62,6.62,6,7
1772477035.999379,3128289,-0.12,0.26,0.05,-28.50,-78.75,104.50,-18.31,9.00,2.69,-0.07,-0.01,-0.25,-2.94,-67.69,248.69,15.75,-5.75,7.94,6,7
1772477035.999669,3128328,-0.16,0.38,0.09,-28.19,-79.19,103.94,-18.37,10.31,-6.31,-0.01,0.04,0.02,-4.12,-67.44,248.75,13.44,-4.62,6.12,6,7
1772477035.999969,3128370,-0.11,0.41,0.18,-27.00,-79.62,103.69,-14.50,8.69,-12.44,0.03,0.03,-0.03,-5.06,-67.31,248.94,11.63,-3.81,4.37,6,6
1772477036.000282,3128411,-0.24,0.16,0.15,-24.94,-80.00,103.81,-5.87,5.75,-14.25,0.02,-0.01,0.17,-5.75,-67.12,249.12,12.19,-5.06,2.00,6,7
1772477036.000508,3128451,-0.31,-0.02,0.13,-22.44,-80.50,104.19,-0.75,7.19,-13.06,0.11,0.00,0.05,-6.25,-66.87,249.44,13.44,-6.44,-0.25,4,7
1772477036.000730,3128490,-0.35,-0.09,0.20,-20.50,-80.94,104.62,0.69,9.13,-10.94,0.07,-0.14,0.25,-6.56,-66.56,249.87,13.69,-8.44,-1.87,4,7
1772477036.000957,3128529,-0.31,-0.10,0.19,-19.00,-81.50,105.06,2.19,13.63,-10.56,0.35,-0.34,0.54,-6.75,-66.31,250.25,12.31,-1.69,-1.06,4,7
1772477036.001186,3128571,-0.27,-0.20,0.07,-17.50,-82.19,105.56,2.56,17.69,-11.00,-0.05,-0.01,-0.04,-7.31,-66.44,250.44,6.50,3.50,3.06,3,6
1772477036.001414,3128612,-0.08,-0.25,-0.17,-16.19,-83.06,105.94,1.56,21.31,-10.56,-0.06,0.04,-0.09,-7.81,-66.56,250.44,5.56,-0.19,3.19,2,6
1772477036.001652,3128652,0.21,-0.09,-0.22,-1.50,-83.94,106.31,2.25,19.69,-8.50,0.03,0.11,-0.08,-8.31,-66.50,250.50,8.56,-3.06,2.25,2,5
1772477036.001884,3128691,0.39,-0.02,-0.08,-1.25,-84.69,106.69,4.94,11.94,-4.56,0.00,0.08,-0.28,-8.88,-66.44,250.62,8.88,-0.56,2.69,2,5
1772477036.002113,3128730,0.16,0.05,0.01,-1.12,-85.00,107.06,7.00,5.50,-2.81,0.03,-0.05,-0.18,-9.50,-66.37,250.69,5.94,-3.00,3.37,2,5
1772477036.011494,3128771,-0.21,-0.09,0.03,-1.06,-85.12,107.44,9.38,1.50,-2.37,-0.02,0.02,0.03,-9.88,-66.25,250.69,4.06,-3.75,3.19,1,5
1772477036.051797,3128812,-0.28,-0.19,0.09,-1.00,-85.25,107.81,7.75,3.19,-0.44,0.02,-0.04,-0.02,-10.25,-66.06,250.69,4.44,-4.37,2.44,1,5
1772477036.092038,3128852,-0.39,-0.18,0.15,-1.00,-85.37,108.12,5.81,4.75,0.31,0.02,-0.05,0.02,-10.50,-65.87,250.75,3.56,-7.12,1.81,1,4
1772477036.131039,3128891,-0.33,-0.19,0.17,-1.00,-85.56,108.31,4.69,7.81,1.19,0.08,0.00,0.03,-10.63,-65.56,250.75,3.25,-5.31,1.56,2,4
