host_time_s,t_ms,ax1,ay1,az1,roll1,pitch1,yaw1,gx1,gy1,gz1,ax2,ay2,az2,roll2,pitch2,yaw2,gx2,gy2,gz2,emg1,emg2
1772725208.423282,4097344,0.23,-0.26,0.11,-29.75,-68.25,250.31,-7.25,16.44,18.00,0.27,-0.10,-0.24,141.56,-38.50,27.37,-1.56,-9.13,4.44,2,2
1772725208.423623,4097384,0.24,0.10,0.04,-32.31,-68.37,248.94,-8.31,12.75,22.50,0.01,0.16,-0.25,141.56,-38.88,26.62,1.56,-10.81,6.81,2,3
1772725208.423999,4097424,-0.07,0.57,-0.02,-34.63,-68.25,247.81,-4.19,12.94,22.12,-0.03,0.24,-0.18,141.50,-39.31,26.00,4.62,-9.69,8.25,2,5
1772725208.424336,4097463,-0.02,0.67,-0.14,-36.69,-68.31,247.19,4.81,14.13,11.88,0.00,0.13,-0.05,141.37,-39.81,25.50,5.25,-10.88,5.19,2,6
1772725208.424659,4097503,0.09,0.30,-0.16,-38.06,-68.50,247.06,13.63,12.13,1.31,-0.01,-0.01,-0.10,141.12,-40.25,25.00,3.19,-12.69,2.56,2,6
1772725208.424982,4097544,0.00,-0.16,-0.13,-39.50,-68.87,247.44,16.87,11.56,-1.25,-0.10,0.07,-0.11,140.75,-40.69,24.56,2.75,-13.19,0.81,2,7
1772725208.425302,4097585,-0.09,-0.47,-0.11,-40.81,-69.25,247.87,15.50,11.50,0.06,-0.06,-0.04,-0.02,140.44,-41.06,24.12,3.25,-12.00,1.12,2,6
1772725208.425625,4097625,-0.20,-0.65,-0.06,-42.56,-69.62,248.12,9.94,12.25,5.62,-0.63,-0.12,0.26,140.06,-41.44,23.69,-2.06,-10.69,-1.44,3,8
1772725208.425948,4097665,-0.57,-0.38,-0.18,-44.31,-69.94,247.87,1.25,18.62,9.19,-0.51,-0.06,0.21,139.94,-41.69,23.12,-5.37,-8.88,-4.31,3,9
1772725208.426264,4097704,0.06,0.01,-0.35,-46.75,-70.31,247.25,-5.19,25.62,10.00,-0.35,-0.16,0.23,139.81,-42.00,22.50,-4.06,-7.44,-2.62,4,8
